,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,A,B,B,B,B,B,C,C,C,C,D,D,D,D,,
35376,23.99,885.80261,TG 52:0|TG 16:0_18:0_18:0,[M+Na]+,found in higher mz's MsMs_37443,0.118,TRUE,11.94,885.78815,C55H106O6,TG,SDNYRTVJOFMYIW-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,71.8,86.4,100,453.99,SXY_FDUhhuang_439_pos,885.80261:220411 886.80596:184677 887.80932:130397,102.12495:81 105.06908:40 109.09727:121 113.10573:81 123.11538:81 135.1086:81 137.15288:81 147.12265:81 149.14247:40 151.14502:81 175.1555:81 185.12984:35 203.17651:40 213.14795:81 221.23114:81 231.21484:40 235.22957:81 243.2117:81 249.24086:40 261.22351:81 263.2681:40 271.23026:40 273.2486:81 276.19922:40 279.23367:81 281.30035:40 287.26785:121 303.30658:40 317.30481:121 321.24268:40 341.30664:1493 343.34152:40 367.3118:40 377.35687:40 387.39108:40 389.37607:81 401.33636:40 411.36087:40 415.39673:81 431.37866:81 441.44797:81 443.49292:40 445.39453:81 454.35944:40 459.8631:35 461.69696:35 475.36697:40 499.45737:40 503.45007:81 505.45709:40 509.44199:81 509.461:161 523.3374:81 525.81781:40 527.4693:2047 538.47717:81 545.48895:1704 545.54138:80 563.49487:81 575.51312:81 577.52063:121 583.50995:81 591.51752:81 601.5083:7900 603.52271:81 605.55774:121 617.50507:81 619.53558:81 629.56567:40 633.54938:81 645.57953:81 659.5481:40 661.55273:81 743.69629:81 773.68726:81 787.70374:121 801.73083:81 825.73651:35 849.77313:81 867.77075:2297 869.95404:35 874.72711:121 877.35956:35 882.86969:81 882.95721:81 884.9342:81 885.67297:117 885.72723:1092 885.79407:18761 885.87756:1138,145644,849481,7728,861,96750,31891,25903,218406,61702,2593778,0,1465,3682,319220,1591217,178665,54526,363583.5509,705099.1487
34953,24.448,878.82233,TG 52:1|TG 10:0_24:0_18:1,[M+NH4]+,,0.176,TRUE,11.45,878.81714,C55H104O6,TG,PWQINUYCNHTPGZ-WMMMYUQONA-N,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,97.9,99.2,15,36.2,100,73.35,SXY_FDUhhuang_197_pos,878.80817:21511 879.81152:16061 880.81488:11384,109.09513:40 119.08105:35 249.24483:35 357.22177:35 493.36292:40 493.38159:619 579.45459:80 579.49854:801 667.55322:40 689.62842:359 859.86871:202 861.7085:81 877.83105:81 878.75818:1373 878.83716:4868 878.9079:1993 878.99939:118,389425,280413,68136,138741,418757,141794,572347,72889,693459,95611,110369,86367,357856,566232,201391,285183,363383,284844.1489,196134.0896
34947,25.386,878.80231,TG 52:1|TG 16:0_18:0_18:1,[M+NH4]+,,0.118,TRUE,11.45,878.81714,C55H104O6,TG,NPCZZYKITFKRQZ-RFBIWTDZNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,49.8,77.1,100,5347.67,SXY_FDUhhuang_428_pos,878.80231:10068187 879.80566:3447061 880.80902:759795,101.09274:202 102.12643:1458 102.13919:119 103.12976:81 107.08469:720 108.08723:202 109.09885:5582 110.10193:1709 111.07263:81 111.11551:1709 112.11739:202 113.08946:81 115.10789:81 116.13815:81 121.1004:3003 122.10128:919 123.1125:1778 124.12008:530 125.09253:121 125.13019:202 126.1318:339 127.1453:162 135.11383:3457 136.11853:1840 137.13025:1294 138.13251:162 139.11195:121 140.14799:81 141.12454:81 149.12581:1879 150.12967:202 151.14723:553 153.12497:698 154.12476:121 155.14177:81 163.1384:81 163.14377:387 164.15053:467 165.16219:517 169.15048:81 175.14137:81 177.16151:81 178.16188:81 181.1591:81 191.17845:121 192.17479:81 205.19009:81 221.21146:40 221.22607:202 222.22247:81 238.21811:81 239.23683:2698 240.23599:2471 241.24812:121 246.24603:81 247.24205:3036 248.24231:1805 248.26662:387 249.24678:121 263.24243:81 265.24918:8659 266.25311:7436 267.25668:872 279.24722:40 282.27475:81 313.26926:1268 314.27567:939 315.27124:162 318.9234:35 321.27765:162 322.27921:121 338.27332:81 339.28546:1060 340.29138:1574 341.29102:619 503.32233:40 511.47818:40 519.31909:35 531.49945:121 549.47552:121 550.47894:162 551.49646:162 558.13483:35 575.49829:597 575.64642:161 576.49487:2504 576.66333:570 576.72058:160 577.51257:55572 577.64404:202 577.68787:121 577.82947:81 578.33545:121 578.521:206417 578.97656:81 579.52356:219013 580.5202:1849 580.70276:121 580.81097:121 580.8515:121 580.95972:81 581.05438:81 581.30804:121 581.45007:81 581.53131:819 581.81885:81 582.66174:121 583.53235:81 584.65454:81 585.95099:81 589.33807:81 591.52991:81 593.56177:81 597.51923:81 601.57935:121 602.58795:201 603.53186:21573 603.62836:120 604.53168:95925 605.53241:127259 606.22992:81 606.54773:1481 606.74121:81 607.54315:851 607.59845:159 607.86823:81 609.00665:81 610.31946:81 612.88672:81 632.54956:81 633.56958:81 661.55554:81 777.67645:162 777.76642:81 791.69342:121 843.7486:423 860.7359:121 861.76514:3244 872.89099:121 875.92749:121 875.9566:121 877.78436:121 877.83423:121 878.69067:117 878.72809:306 878.79883:141061,8243996,69272336,2765752,11804761,456789,104186920,33476178,39703620,78715968,15597220,55184088,1151656,6837499,15902706,17933514,81608904,7145869,32352222.14,33157645.94
34950,25.955,878.80872,TG 52:1|TG 16:0_18:0_18:1,[M+NH4]+,adduct linked to 35275_[M+Na]+; found in higher mz's MsMs_34958; adduct linked to 33633_[M+H]+,0.882,TRUE,11.45,878.81714,C55H104O6,TG,NPCZZYKITFKRQZ-RFBIWTDZNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,91.2,91,100,2904.19,SXY_FDUhhuang_429_pos,878.81378:2683627 879.81713:2329592 880.82049:976022,102.12817:161 107.08499:81 109.09914:2540 111.11431:623 111.13354:81 117.38596:35 121.09909:790 123.11584:494 125.09588:81 125.1304:202 135.10745:81 135.11562:476 137.13203:345 139.11043:40 141.158:81 149.13103:162 151.14212:81 153.11635:40 155.14182:81 163.13838:40 165.16397:121 177.16515:40 191.16663:40 199.16801:35 221.22566:81 239.23413:2917 243.23663:40 247.23926:344 249.27496:81 265.25073:2363 267.2674:1459 267.28345:160 270.15106:35 289.46527:35 313.27313:543 314.62033:35 339.30484:162 339.3255:40 341.29749:202 522.46667:40 523.47083:81 549.49213:202 551.50317:1262 563.51349:40 575.62958:40 575.63965:161 577.51593:87116 577.61707:80 578.51758:121 578.74371:81 579.53369:78131 580.05048:81 582.17755:81 591.5332:121 603.60748:161 605.54602:78505 606.55444:121 612.29626:81 633.56573:40 633.60101:162 843.77533:40 861.75903:121 875.98773:81 878.65948:81 878.81335:35525 878.94647:200,6004477,58975528,2253882,11291156,237100,74743568,24230716,1156133,59733856,11204046,48416336,1703544,3577232,9688408,15718618,20461170,3138822,20737328.95,24153401.38
34951,25.86,878.81012,TG 52:1|TG 16:0_18:0_18:1,[M+NH4]+,adduct linked to 35281_[M+Na]+; found in higher mz's MsMs_34960,0.118,TRUE,11.45,878.81714,C55H104O6,TG,NPCZZYKITFKRQZ-RFBIWTDZNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,90.5,90.7,100,3392.93,SXY_FDUhhuang_430_pos,878.81012:3693252 879.81347:3265966 880.81683:1280688,102.1221:81 103.12826:40 107.08312:162 109.10018:3877 111.1124:1164 113.12808:81 121.10016:817 121.11251:80 123.11068:120 123.11535:1487 125.13148:202 127.14658:81 135.11345:774 137.12492:81 137.12985:772 138.0909:35 149.13557:162 151.14497:202 153.12268:81 153.16261:81 163.14133:121 165.16151:551 177.12337:40 177.17004:121 179.17361:81 193.1864:81 200.51773:35 217.69193:35 237.16119:35 239.23752:2156 247.23607:735 249.26289:121 256.25912:81 265.25424:3489 267.26633:1827 267.29153:119 284.28439:40 289.30658:35 313.26938:866 321.27771:81 325.33875:121 339.27762:121 341.30386:1078 433.37656:35 497.53711:35 549.45703:40 549.48663:294 551.47461:78 551.50751:2548 552.49957:81 570.77069:35 575.64404:360 575.67096:201 577.51691:141463 578.20825:81 578.51862:432 579.53131:123101 580.17987:81 580.51447:161 580.53809:504 580.86938:121 582.28015:81 585.52417:81 586.44781:81 590.6543:81 591.53082:81 603.59125:511 604.53595:121 604.89819:81 605.547:132709 606.53467:161 607.55432:570 608.09381:81 610.09149:81 621.57257:40 633.57019:121 777.68359:81 836.70856:40 843.75555:81 853.82178:81 860.68103:40 861.78021:553 861.81726:336 875.95508:202 876.01733:161 878.72241:139 878.8139:64167 878.94696:121,391471,4110695,258280,1379166,2837001,3662467,4532466,29076476,3114384,809850,2631801,202966,297261,734335,1583282,1467618,302972,3376028.782,6779615.666
35274,24.342,883.75085,TG 52:1|TG 16:0_18:0_18:1,[M+Na]+,ion correlated with 22623; ion correlated with 22537; found in higher mz's MsMs_36295,0.176,TRUE,11.45,883.77252,C55H104O6,TG,NPCZZYKITFKRQZ-RFBIWTDZNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.2,64.6,83.3,100,504.7,SXY_FDUhhuang_444_pos,883.76215:249497 884.7655:621189 885.76886:357781,102.12985:202 105.06253:121 105.06828:619 107.08086:255 109.06419:1028 109.09789:2330 111.07903:121 113.09441:81 117.07323:81 119.08079:482 121.09923:577 123.08327:120 123.11285:1591 125.09442:81 131.08267:121 133.09801:521 135.07979:81 135.11403:202 137.09264:81 137.13042:395 139.10713:121 141.12634:81 145.09344:121 147.10954:40 147.11464:474 147.13336:121 149.13269:289 151.11273:121 151.14549:676 153.11972:81 155.14346:40 157.10133:121 159.1122:121 161.13405:615 163.1436:202 165.12773:3626 165.16199:79 169.11374:81 173.12697:81 175.14288:374 177.16299:81 179.14212:81 185.10727:40 185.1149:121 185.12827:121 187.14743:121 191.14684:81 193.17313:81 197.06863:81 197.07849:162 199.14578:121 201.16418:81 203.17276:81 205.15915:81 211.16003:81 213.16248:121 215.14761:81 219.20781:121 221.22293:121 231.09123:40 231.17654:202 235.17155:2102 237.2197:121 239.2355:2266 245.22203:583 247.23839:81 249.18106:121 263.22931:2328 265.24512:121 273.21136:81 275.22308:81 287.23196:81 289.2182:1560 290.29755:449 291.23285:60414 293.37219:81 294.41354:81 301.24777:202 303.23541:162 307.21802:121 309.2326:81 310.12131:40 311.23401:81 313.26666:1815 319.26151:161 321.23972:121 325.13605:35 327.21863:81 329.24677:2205 335.25574:81 337.26993:604 345.24109:162 347.22491:70 347.25366:16054 363.25186:81 365.25989:784 365.29739:80 380.30487:81 443.341:40 496.38492:35 529.47009:81 553.46112:202 573.63123:121 573.65137:161 575.50085:55936 577.5083:338 584.37885:81 599.45367:202 600.38824:81 601.47491:1382 601.53687:159 601.59875:81 603.49615:29169 604.49939:121 606.25623:81 616.45026:35 619.49463:162 621.50745:1132 623.35535:81 625.46912:121 627.49506:39701 628.37744:81 629.50671:620 629.54895:218 630.68988:81 643.48975:81 645.49835:552 645.65875:81 647.54578:121 669.6604:81 752.84479:40 771.58954:40 776.57361:35 782.67224:81 799.7619:81 843.38104:35 865.71771:1571 865.79614:79 866.57233:161 866.64667:121 866.71692:121 880.88208:270 882.26074:81 883.61969:79 883.73645:149727 883.86572:161,40451,54543,10402,35676,16482,9216158,70893,60691,79403,44072,2059680,6817,27411,27062,1400701,86051,3938,778848.865,2248078.173
35275,25.955,883.75769,TG 52:1|TG 16:0_18:0_18:1,[M+Na]+,adduct linked to 34950_[M+NH4]+,0.706,TRUE,11.45,883.77252,C55H104O6,TG,NPCZZYKITFKRQZ-RFBIWTDZNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,63.5,83.5,100,79.39,SXY_FDUhhuang_461_pos,883.75964:37624 884.76299:29250 885.76635:11965,102.12845:226 116.13558:20 573.47363:17 577.50525:81 578.51361:164 579.52966:81 580.52295:101 599.49176:40 601.50964:81 605.53485:61 606.55365:101 608.53491:20 627.52704:61 782.68835:20 796.72235:61 883.6994:76 883.77026:3318 883.87451:398 883.92456:101 883.95795:61,65716,879329,22805,197584,5372,1586225,416115,21048,1157786,185111,1537028,23287,56746,117363,314348,394263,23605,411984.1379,537990.7657
35281,25.856,883.7699,TG 52:1|TG 16:0_18:0_18:1,[M+Na]+,adduct linked to 34951_[M+NH4]+; adduct linked to 34960_[M+NH4]+,0.059,TRUE,11.45,883.77252,C55H104O6,TG,NPCZZYKITFKRQZ-RFBIWTDZNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,45.5,83.2,100,38.37,SXY_FDUhhuang_430_pos,883.7699:59690 884.77325:70977 885.77661:25273,102.13192:81 109.10007:40 121.10158:20 137.13135:40 149.14227:40 157.11473:20 177.12877:20 197.12717:17 213.0862:20 239.23074:20 351.31744:17 547.5246:17 569.65125:17 577.55005:20 579.52393:101 581.55194:61 584.52936:40 599.47565:20 599.52374:81 601.52448:61 608.55334:40 610.58295:40 617.48663:17 627.5177:40 630.4801:17 794.68658:20 848.8559:20 849.91888:61 883.77289:3728 883.86047:1058 883.8855:1898,38121,61345,6588,25857,77800,93185,53422,496330,64210,21982,64777,4275,7165,34723,33674,13303,7788,64973.42279,114440.2035
35277,23.574,883.76544,TG 52:1|TG 18:0_18:0_16:1,[M+Na]+,ion correlated with 37346; ion correlated with 35747; adduct linked to 36302_[M+NH4]+; found in higher mz's MsMs_36302; found in higher mz's MsMs_35286; found in higher mz's MsMs_37346; found in higher mz's MsMs_37352; found in higher mz's MsMs_37354,0.412,TRUE,11.45,883.77252,C55H104O6,TG,CDKITPQUODTFLF-FLFQWRMENA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,81,71.3,100,583.42,SXY_FDUhhuang_464_pos,883.77087:496144 884.77422:376810 885.77758:141255,105.06666:40 107.08652:81 109.1007:162 121.10392:121 141.12172:35 153.16545:35 159.11642:81 165.15916:81 173.12976:40 195.54282:35 199.16304:81 217.19127:40 245.25069:81 261.25101:81 265.27069:121 291.30313:81 337.2355:81 339.27118:121 339.28668:554 371.36533:40 387.35687:81 391.29849:40 395.33261:40 403.42059:81 429.36115:40 429.41058:40 433.4024:81 445.38507:81 449.36108:121 461.42529:81 475.38196:121 477.37216:40 479.43719:81 489.41312:81 491.45111:81 499.49179:81 503.39651:81 507.44601:40 509.46417:81 527.45667:81 527.47272:383 531.43018:40 545.48608:201 578.51294:81 583.53101:81 587.5332:121 589.54114:81 599.50848:81 601.52301:2757 603.5202:121 617.54803:81 629.52466:40 631.58191:81 637.55408:35 659.53528:40 673.5332:40 687.55676:40 713.59937:35 781.72955:40 799.70154:81 809.71393:40 827.7204:40 865.75507:1487 880.88666:81 880.95746:81 883.7702:24115,31267,11593266,19632,42139,60974,89535,557223,4623414,62550,49295564,63372,29029,35789,12538456,55714936,6371318,662030,8340617.451,17149975.38
35280,23.509,883.76849,TG 52:1|TG 18:0_18:0_16:1,[M+Na]+,found in higher mz's MsMs_37352; found in higher mz's MsMs_35288,0.059,TRUE,11.45,883.77252,C55H104O6,TG,CDKITPQUODTFLF-FLFQWRMENA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,77.6,72,100,348.27,SXY_FDUhhuang_197_pos,883.76849:2041840 884.77184:2193132 885.7752:809115,105.06125:40 105.06844:801 107.0854:522 109.09956:1536 111.11474:162 115.07096:40 119.07803:40 119.08262:202 121.1011:1023 123.11475:639 125.09165:121 127.10644:81 131.0831:162 133.09845:121 135.1145:483 137.12927:121 141.12354:81 145.09402:81 145.116:81 149.12988:345 151.14442:162 153.12387:121 157.08623:40 159.11293:162 161.1366:121 163.14438:121 163.17305:81 165.12494:121 171.13278:81 175.14195:162 177.16022:121 179.1431:81 187.15233:40 189.16512:121 191.17705:121 193.19766:121 195.13873:81 199.16878:40 203.17401:81 205.18456:121 207.21509:81 213.16385:81 219.20305:162 221.18269:81 229.15204:40 231.19948:81 231.20375:81 233.22174:81 235.20547:81 241.21581:40 243.2113:121 245.18207:81 247.23799:540 249.22055:202 257.22318:81 259.24078:162 261.21863:81 263.23361:161 265.25174:1459 269.19833:40 271.19528:81 273.25757:121 275.23224:121 275.27411:81 277.207:121 277.28174:81 277.30276:40 279.26852:81 283.20673:40 285.22168:81 289.28259:121 291.22565:121 297.25348:81 301.30386:81 303.25995:162 305.27383:162 307.25748:121 309.2081:121 311.25891:81 313.24701:162 317.24963:81 317.31711:81 319.2793:81 321.27771:121 321.31039:40 327.26718:81 331.26364:81 335.27924:81 337.23944:121 339.29062:3800 341.30136:81 341.34021:81 343.32843:121 345.27808:81 347.28033:40 347.33261:121 349.30408:81 351.25482:121 355.29163:81 357.33853:81 359.27966:81 361.33804:81 363.28464:81 365.25522:81 367.3306:81 373.3074:81 375.32397:121 377.29965:81 379.28598:81 381.34055:81 385.38092:121 387.31937:121 389.32355:81 391.30795:81 391.36069:81 393.29739:121 397.35849:121 399.39127:81 401.35052:161 403.39066:202 405.30322:81 407.3392:162 409.33771:81 411.38663:81 415.34827:121 415.37973:161 417.3663:81 417.41504:40 419.34613:121 419.38635:202 421.33066:121 425.38318:81 427.39352:40 429.37082:161 429.4086:202 431.38181:121 433.36536:121 433.39456:161 435.34177:202 439.41977:81 441.3952:40 443.42523:121 445.3208:81 447.32721:81 447.36578:161 449.353:870 449.39166:80 451.41019:121 457.39694:81 459.40927:81 461.35373:161 461.42606:81 463.37479:703 465.37299:40 475.37347:723 475.41632:120 477.37592:437 479.43787:121 483.44858:81 487.35522:81 487.45123:81 489.37961:201 491.39886:475 491.44861:121 493.41916:121 499.4798:81 503.39392:226 503.43484:270 503.45688:121 505.41031:202 507.43073:81 509.47101:657 511.49002:40 515.43805:121 517.42096:161 517.44012:121 519.42688:121 521.42059:81 525.45178:81 527.47638:4350 529.40802:81 529.49194:81 531.46289:161 533.44073:121 543.48633:81 545.46014:152 545.48962:3527 547.46381:121 555.50208:81 559.4635:202 561.47607:81 573.49646:201 575.49377:162 577.53491:121 581.49622:81 583.50739:288 587.49585:646 589.5105:202 598.5025:81 599.48785:201 599.50159:542 599.58405:81 601.51611:18890 603.53394:1245 603.58911:120 605.46545:81 613.51062:121 615.52759:445 617.47119:121 617.48517:120 617.5061:218 619.52612:201 629.54559:161 631.48297:121 641.5343:81 643.56476:162 645.49866:161 645.53784:81 645.60559:81 657.57648:81 659.51324:121 659.56006:81 671.58636:121 673.62372:40 685.6153:81 687.54877:121 687.62604:121 699.59265:81 701.57172:121 711.59888:81 713.62109:81 715.61987:81 725.63318:81 727.67145:162 735.6438:35 739.65198:121 743.6098:162 755.64703:81 757.61884:121 763.69708:40 767.65259:81 771.66119:161 773.724:81 785.69482:752 789.71075:40 791.69098:81 791.74231:121 799.66449:80 799.7121:405 799.724:161 809.70453:40 809.71649:161 827.69061:81 827.74713:648 839.73285:81 845.03406:40 847.75214:162 865.70374:108 865.75323:8955 871.85638:121 880.91388:272 882.37177:81 883.76831:135324,17371,13656480,2324,21695,9245,22523,126133,789802,136253,10496111,30144,7372,25382,2410608,10619674,1523694,150310,2355595.223,4499525.533
35170,22.235,881.76013,TG 52:2|TG 16:0_16:0_20:2,[M+Na]+,found in higher mz's MsMs_37227; found in higher mz's MsMs_37216; found in higher mz's MsMs_36222; found in higher mz's MsMs_36215,0.176,TRUE,11.08,881.75684,C55H102O6,TG,LYMKCBJXTOVQAA-DHSNEXAONA-N,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.4,62.9,89.4,100,16.53,SXY_FDUhhuang_444_pos,881.76013:82263 882.76348:70485 883.76684:49023,102.12302:40 105.06855:162 107.07824:81 109.06155:162 109.1011:230 111.07932:121 117.06746:40 119.08415:393 121.05478:40 121.10263:795 123.11472:549 125.13084:81 128.05869:81 129.0703:40 131.09265:162 133.09187:40 133.09834:697 135.116:362 135.13068:81 137.12912:81 143.09164:81 145.10059:162 147.11331:121 149.12793:202 151.14589:121 153.12532:121 157.09294:40 159.08075:40 159.11613:81 161.12912:638 163.11176:161 163.15118:121 165.12454:3456 169.09958:81 171.11583:162 173.1311:328 175.14334:279 177.12611:121 181.12137:121 183.11482:81 184.07281:1167 185.07147:81 185.47055:35 187.1479:202 189.1568:121 191.13957:1666 197.07703:639 197.10065:201 199.14827:81 201.12291:81 201.1627:121 203.17328:121 205.15565:81 211.15038:81 213.1794:40 215.14816:40 217.19006:81 221.21307:81 225.15509:81 229.15105:121 231.16647:81 233.16501:81 235.20012:81 239.23611:476 241.20161:81 243.21017:700 243.23204:81 245.22485:121 247.17064:162 255.20772:162 261.21732:2816 263.23453:384 271.13611:40 271.20078:614 281.22324:81 287.1994:81 288.28928:121 289.21179:32343 291.2312:2573 295.25977:81 307.22372:470 313.25256:40 313.27493:584 315.23703:81 317.24023:121 323.2753:40 327.22708:1297 329.23996:81 335.24631:81 337.26562:161 345.21329:76 345.23938:5170 347.26501:393 347.2807:81 361.23962:81 363.25012:161 365.25812:81 371.08835:35 399.32956:162 411.35519:81 427.34396:40 467.41736:81 471.4324:40 483.46637:81 499.44131:40 509.47955:81 533.43304:81 549.49292:35 551.45453:162 556.33752:40 567.42047:35 573.48486:1884 573.64612:81 575.49554:18005 577.55359:81 587.54858:35 599.55139:81 601.47302:8684 603.48737:1070 607.45697:81 617.44489:40 619.44385:40 619.48578:1071 621.50549:81 623.50055:121 625.47424:15671 626.48505:81 627.48615:121 633.45654:81 636.58862:81 643.46649:121 711.57361:35 729.59589:202 730.67999:81 767.59088:40 783.64392:81 801.83618:81 855.11182:121 863.67389:200 863.69037:598 878.86206:201 881.71307:74346,5916,320723,3178,5591,30853,564428,175505,108675,6359,2682810,767483,1223,10670,502776,2693707,6866,6980,464337.8022,869457.7551
34806,24.928,876.78857,TG 52:2|TG 16:0_18:0_18:2,[M+NH4]+,,0.059,TRUE,11.08,876.80145,C55H102O6,TG,MDCUASFVKLEFPW-OXQPSHBUNA-N,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,33.8,63.2,100,5797.6,SXY_FDUhhuang_429_pos,876.78857:5527874 877.79192:1626025 878.79528:400139,102.0927:40 102.12814:693 105.06944:169 107.0835:1319 108.08604:149 109.10057:3915 110.10513:486 110.76114:40 111.11576:534 112.11764:81 113.09716:61 113.13297:81 114.10042:40 116.1414:61 119.09284:81 120.08847:61 121.1006:1396 121.11604:99 122.10302:664 123.1158:2054 124.11557:629 125.13194:126 126.13354:61 127.11382:81 127.15021:61 131.07935:40 133.09628:756 134.10321:81 134.12271:61 135.11394:2037 135.13188:130 136.117:466 137.13364:1245 138.13261:153 139.10873:61 139.15176:81 141.1263:81 145.09851:61 147.11635:339 148.11682:61 149.13098:990 150.13313:219 151.1438:332 152.14922:282 153.12671:166 154.12997:81 155.13828:61 156.10077:40 161.13237:863 162.13649:101 163.14551:681 164.15585:101 165.15851:490 166.1624:101 167.14032:61 168.14658:61 175.1468:530 176.15265:303 177.15576:61 178.16359:61 179.18179:101 189.16241:101 190.1651:61 191.17819:61 193.15591:61 194.16325:61 199.15608:17 204.18623:61 205.19174:61 219.21045:81 221.2256:168 236.24696:40 239.23405:2054 240.23538:1310 241.2366:256 245.22501:1708 246.22777:1418 247.23477:531 248.24605:746 249.17966:61 256.2511:20 263.23251:3888 264.23721:3237 265.25522:2161 266.25232:2132 267.25815:149 282.28323:101 289.30289:40 301.24176:20 313.27054:2138 314.27945:1305 314.30432:99 315.28247:227 319.26044:796 320.26135:381 321.25125:61 321.27136:101 322.26282:40 335.26248:40 337.26126:153 337.27155:278 338.27448:579 339.28665:930 339.31247:243 340.29254:1066 341.29218:397 391.39514:40 500.20541:17 504.41846:40 507.46027:40 520.42914:40 527.49036:61 528.47992:81 529.4801:81 545.48743:61 546.50684:81 547.49445:61 549.46564:81 550.48224:81 551.48328:81 553.50787:40 562.49139:61 563.49335:40 564.49945:40 573.474:61 574.43182:40 574.49908:240 574.64703:322 575.50488:12996 575.61926:40 575.6698:81 576.00641:40 576.50482:58630 576.97308:40 577.10114:40 577.51239:76063 577.70117:61 578.52081:54521 579.01013:61 579.24982:40 579.40515:61 579.52673:53913 580.19562:61 580.44904:40 580.53693:81 580.66199:40 580.84119:40 580.88513:61 581.03729:61 581.58185:61 583.16956:40 587.15686:61 589.53876:61 591.51941:81 593.5307:180 600.56787:201 600.58502:224 601.51361:12527 602.51868:58796 603.17999:40 603.5246:79702 604.16235:40 604.53827:758 604.77283:40 604.87628:40 605.44226:40 605.53204:1124 606.55078:81 614.70746:40 618.54633:40 619.50964:40 620.5296:61 628.75482:40 630.56067:40 631.56146:101 660.62421:40 717.58478:17 729.63385:40 733.62939:40 761.67554:40 841.75513:1026 857.01715:61 858.76337:101 859.76678:7344 869.85748:61 873.94586:161 873.99567:200 874.04956:81 875.77161:81 875.82971:81 876.71423:214 876.78485:104267 876.87622:565 876.92194:538,2174425,82314096,3312611,12970419,11674174,17087644,45159892,7628186,101458472,5903644,35541660,1668384,7673424,10198316,14573427,44086404,2563860,23881708.17,29272250.98
