Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
AC122463.1,9[-]65054882-65094355,2,0,0,0,4,3,2,0,0
Gm26416,15[-]31194205-31194338,0,0,0,0,0,0,0,0,0
Gm25922,7[-]34943856-34943985,2,0,0,0,0,0,0,0,0
Gm26417,X[+]74624426-74624560,0,0,0,0,0,0,0,0,0
Aph1a,3[+]95893969-95898288,1969,4004,1964,1385,1597,1286,1560,429,1329
Gm26419,16[+]32065910-32066042,0,0,0,0,0,0,5,0,0
Gm26420,3[+]79834933-79835035,0,0,0,0,0,0,0,0,0
Gm26421,2[+]111825179-111825310,0,0,0,0,0,0,0,0,0
Gm26422,2[+]61280278-61280409,0,0,0,0,0,0,0,0,0
Gm26423,9[+]89158999-89159126,0,0,0,0,0,0,0,0,0
CT009748.2,9[+]11148600-11167495,0,0,0,0,0,0,0,0,0
Gm8126,14[+]43258649-43266799,0,0,0,0,0,0,0,0,0
AC154826.1,9[-]14107054-14108123,0,0,0,0,0,0,0,0,0
Gm13839,5[+]116301300-116303514,0,0,0,0,0,0,0,0,2
Gm37807,3[+]93969138-93969327,0,0,0,0,0,0,0,0,0
Psg22,7[+]18718090-18727248,48,23,2,0,0,0,0,0,14
Cxcl12,6[+]117168535-117181367,8898,11384,5683,6068,5749,2747,6332,745,5273
Gm22264,18[-]43070300-43070406,0,0,0,0,0,0,0,0,0
4930503L19Rik,18[-]70452212-70472509,90,64,90,460,75,24,169,217,834
Gm45092,7[+]124907609-124914418,0,0,0,0,0,0,0,0,0
Gm26424,4[+]49474307-49474410,0,0,0,0,0,0,0,0,0
Gm13376,2[+]21097099-21120659,0,0,0,0,0,0,0,0,0
E130111B04Rik,11[-]102030268-102035084,11,9,0,7,0,2,5,2,0
Gm13209,4[-]148584721-148586007,0,2,0,0,0,0,0,0,0
Gm15555,16[+]76000784-76009743,0,0,0,0,0,0,0,0,0
Gm14618,2[-]174842305-174853357,0,0,0,0,0,0,0,0,0
2810408I11Rik,1[-]64679871-64690659,16,4,9,16,13,1,9,29,20
Gm15391,1[-]107385200-107387412,0,0,0,0,0,0,0,0,0
Lhx1os,11[+]84525660-84535831,0,0,0,0,0,0,0,0,0
Tnfrsf26,7[-]143607659-143628722,124,34,6,59,25,4,56,97,400
Ifne,4[-]88879538-88880201,0,0,0,2,0,0,0,0,0
Myd88,9[-]119335934-119341411,2049,4618,1302,794,2172,570,1622,917,1406
Ap3m1,14[-]21031442-21052508,556,621,230,3686,255,246,1420,1204,4728
Fbxl2,9[-]113963637-114046191,74,131,91,48,44,57,81,26,20
Pdcd6ip,9[-]113651744-113708259,3937,6863,3583,4602,3611,3604,4217,2750,6699
Stac,9[-]111561437-111690348,100,81,78,107,48,82,207,71,93
Arpp21,9[-]112065091-112235938,18,8,10,0,9,18,4,0,2
Dclk3,9[+]111439081-111489118,60,235,20,36,31,77,86,32,57
Trib1,15[+]59648350-59656550,1360,1929,1202,1310,796,685,1079,336,736
Gm26427,8[-]7428222-7428328,0,0,0,0,0,0,0,0,1
Gm20736,Y[+]65377690-65403917,0,0,0,0,0,0,0,0,0
AC127302.3,9[-]101754915-101757705,0,0,0,0,0,0,0,0,0
Serpina9,12[-]103994743-104013755,6,0,0,0,6,0,0,0,3
Mrps14,1[+]160195215-160202170,1685,3830,1132,2975,1228,770,1408,872,1972
Gm43358,5[-]10930423-10946571,0,0,0,0,0,0,0,0,0
Ring1,17[-]34020792-34024680,1492,2509,1566,857,1998,2377,1598,701,1451
Slc39a7,17[-]34028267-34031690,1852,3197,2911,785,3061,3282,2093,2039,3426
Ccdc158,5[-]92607954-92675271,12,16,0,6,4,0,8,0,15
Tdrp,8[-]13952008-13975032,2422,4875,2242,2461,2212,2462,3433,1125,2410
Gm11114,9[+]85312773-85312860,0,0,0,0,0,0,0,0,0
Gm15023,X[-]135167624-135177632,0,0,0,0,0,0,0,0,0
Kcnj13,1[-]87386363-87394729,2,2,0,6,0,0,4,0,9
Rpl36a,X[+]134585654-134588062,8632,11921,1419,2790,3527,833,4680,11934,7351
Neu2,1[+]87509889-87597845,0,0,2,6,2,38,7,4,0
Gm11116,5[-]88110567-88111530,0,0,0,0,0,0,0,0,0
Gm11115,5[-]88154023-88154099,0,0,0,0,0,0,0,0,0
Npy5r,8[-]66679965-66688128,0,0,0,0,0,0,0,0,0
Adgrd1,5[+]129096750-129204599,1128,1888,404,378,665,771,2494,295,452
Mrpl50,4[-]49512596-49521093,919,489,67,2446,63,43,1068,746,1519
Vwf,6[+]125546774-125686679,2947,6592,3164,564,3429,5528,3416,262,436
AC154904.1,12[+]60155975-60156286,0,0,0,0,0,0,0,0,0
Gm6291,18[-]6371352-6371660,0,0,0,0,0,0,0,0,0
Gm8870,1[-]71155246-71156020,0,1,1,1,0,0,0,0,0
Gm5805,15[+]81972390-81972845,179,37,6,68,19,1,54,42,183
Defb39,8[-]19052826-19064810,0,0,0,0,0,0,0,0,0
Defa35,8[+]21065038-21065996,0,0,0,0,0,0,0,0,0
Vmn1r-ps32,6[+]90153047-90154002,0,0,0,0,0,0,0,0,0
AC116465.1,10[+]98301019-98301253,0,0,0,0,0,0,0,0,0
Fam104a,11[-]113661319-113684155,2385,5828,3511,1860,2952,3539,1703,1604,1825
Olfr1126,2[+]87453962-87458911,0,0,0,0,0,0,0,0,0
Zfp846,9[+]20581291-20605409,82,41,18,225,24,19,273,229,388
Mmp1b,9[-]7368239-7388047,0,0,0,0,0,0,0,0,0
D11Wsu47e,11[+]113684412-113694647,294,843,356,142,273,246,260,159,229
Ggact,14[-]122816223-122913757,547,1250,604,482,534,568,534,312,397
Gucy1a2,9[+]3532778-3894736,2,4,0,15,0,0,10,9,32
Prkacb,3[-]146729574-146812990,1535,1478,765,1877,917,123,1889,954,3917
AC164629.4,10[-]100396290-100397070,0,0,0,0,0,0,0,0,0
AC166361.1,12[+]8394209-8400356,0,0,0,0,0,0,0,0,0
Apoh,11[+]108343354-108414396,0,0,0,2,0,0,0,1151,0
1600012P17Rik,1[-]158967701-158980463,0,0,0,0,0,0,0,0,12
Olfr26,9[+]38855060-38855990,0,0,0,0,0,0,0,0,0
Vmn2r45,7[-]8470525-8489075,0,0,0,0,0,0,0,0,0
Msl3l2,10[+]56106917-56116880,128,280,149,86,232,271,163,86,196
M5C1000I18Rik,9[-]67758712-67760230,0,2,0,0,12,0,4,0,0
Gm10313,8[-]46254677-46255678,83,154,93,23,87,60,37,3,9
Dkk4,8[+]22624043-22627547,0,0,0,0,0,0,0,0,0
Gm765,6[-]98235708-98342754,0,0,0,4,0,0,9,7,0
Gm27201,9[+]32508413-32516958,2,0,0,4,0,0,0,0,9
C130071C03Rik,13[+]83721381-83884194,0,0,0,0,0,2,3,0,5
Ndufb5,3[+]32736990-32751566,3468,2716,2907,6628,1459,1169,2192,1545,2667
Ocstamp,2[-]165393760-165400405,90,189,105,50,34,140,45,12,10
Actl6a,3[+]32706298-32726973,1569,2127,384,869,612,273,850,437,1224
Ccdc39,3[-]33812362-33844310,4,0,3,26,0,4,4,17,152
Ttc14,3[+]33799832-33814860,185,226,141,1046,95,90,170,214,3734
Pex5l,3[-]32949408-33143247,62,55,17,89,4,24,62,28,77
Ncoa3,2[+]165992636-166073242,2063,2883,1703,326,1899,1077,984,1075,2536
Dnajc19,3[-]34056020-34081321,1095,2335,2366,1651,939,1618,1582,871,1332
Rapgef5,12[+]117516479-117759737,290,164,84,276,109,29,297,82,401
Hrnr,3[+]93319749-93333570,0,0,0,0,0,0,0,0,0
Tlk1,2[-]70712407-70825728,1053,421,131,1518,130,86,1372,1139,3328
Zbed3,13[+]95323612-95337841,751,772,674,123,406,467,917,497,507
Olfr1122,2[+]87385849-87391930,0,0,0,0,0,0,0,0,0
Mafa,15[-]75746843-75747922,2,16,6,8,10,97,15,0,0
Nxpe5,5[+]138225898-138253363,356,422,213,103,296,266,271,44,63
Saxo1os,4[+]86558446-86559804,0,0,0,0,0,0,0,0,0
Plat,8[+]22757727-22782844,590,1180,537,506,444,959,1520,276,470
Gm11731,11[+]117058425-117060268,0,0,0,0,0,0,0,0,0
Gm12758,7[+]34234377-34240207,281,71,27,513,19,41,108,2,451
Gm16000,3[-]81037408-81040437,0,7,0,0,0,8,5,0,6
Ap3m2,8[-]22787354-22805622,901,617,186,360,162,136,807,588,936
Gm13324,2[+]17559060-17559998,0,0,0,0,0,0,0,0,0
Platr16,4[+]145410245-145449756,0,0,0,0,0,0,0,0,0
1700010K24Rik,3[-]108248909-108256985,0,6,5,3,0,0,3,0,2
Gm16357,2[-]176116023-176117866,0,0,0,0,0,0,0,0,1
Gpx6,13[+]21312217-21319624,0,0,0,0,0,0,0,0,0
Gpx5,13[-]21286429-21292731,0,0,0,0,0,0,0,0,0
Pde1c,6[-]56069804-56569103,50,21,2,35,0,0,21,27,66
Gm14278,2[-]156888854-156915383,1,1,0,0,1,0,1,1,1
Mir7084,9[-]22113944-22114013,1,1,1,1,1,1,1,1,1
Gm14831,X[+]94557341-94557749,0,0,0,0,0,0,0,0,0
Cyp2j7-ps3,4[-]96151653-96151858,0,0,0,0,0,0,0,0,0
Rpl10-ps6,19[-]37295155-37295796,912,1048,502,308,998,454,753,645,692
Gm14387,2[+]175086501-175089918,0,0,0,18,0,0,0,5,34
Gm7974,X[+]55175816-55196233,0,0,0,0,0,0,0,0,0
Gm26502,7[-]59756514-59756607,0,0,0,0,0,0,0,0,0
Gm24773,16[+]80685225-80685323,0,0,0,0,0,0,0,0,0
Gm38117,10[-]107436421-107437359,0,0,0,0,0,0,0,0,0
Zim1,7[-]6671269-6696450,20,14,1,38,2,2,141,21,84
Gm26429,17[-]39460330-39460439,0,0,0,0,0,0,0,0,0
n-R5s134,8[-]123596457-123596575,0,0,0,0,0,0,0,0,0
Gm26431,2[+]10487507-10487633,0,0,0,0,0,0,0,0,0
Gm26432,7[-]59496169-59496247,0,0,0,0,0,0,0,0,0
Esp38,17[+]39953353-39955244,0,0,0,0,0,0,0,0,0
Gm10096,X[-]28931821-28954702,0,0,0,0,0,0,0,0,0
Ighv1-58,12[-]115312166-115312599,80,13,0,0,12,0,2,8,20
Arhgap24,5[+]102481391-102897937,1381,2903,423,1312,345,446,1357,574,1257
Olfr743,14[+]50521839-50534955,0,0,0,0,0,0,0,0,0
Vmn1r112,7[+]20771185-20772078,0,0,0,0,0,0,0,0,0
Gm27931,16[-]38207463-38207591,0,0,0,0,0,0,0,0,0
Gm12424,4[+]47101032-47101478,4,0,0,3,0,0,2,1,12
Gm8034,19[-]6044691-6044822,29,24,3,7,13,2,18,10,18
Hist4h4,6[-]136801553-136804415,7,13,10,2,6,10,0,6,30
Gm26434,7[-]59615744-59615822,0,0,0,0,0,0,0,0,0
Cfap73,5[-]120628335-120634235,11,24,7,0,14,0,0,0,0
Gm28022,5[-]23279866-23279911,0,0,0,0,0,0,0,0,0
Gm18190,7[-]7265498-7278267,18,18,0,17,6,0,14,1,26
Gm28023,15[-]82548624-82548683,0,0,0,0,0,0,0,0,0
Mir7652,11[+]55501226-55501281,1,1,0,1,1,0,1,0,1
Mir7082,9[-]21075497-21075588,1,7,8,1,4,7,3,1,2
Mir6998,2[+]31612421-31612484,2,2,3,0,1,4,1,1,1
Zfp953,13[-]67339307-67360605,6,3,0,89,0,0,46,60,364
Gm20824,Y[+]8257907-8284105,0,0,0,0,0,0,0,0,0
Vmn1r232,17[-]20913205-20914363,0,0,0,0,0,0,0,0,0
Gm18862,6[+]86351851-86352984,0,0,0,0,0,0,0,0,0
Gm44034,6[+]42745187-42745250,0,0,0,0,0,0,0,0,0
Gm38840,6[-]81864244-81875864,0,0,0,0,0,0,0,0,0
Gm29799,7[+]140784515-140785001,0,0,0,0,0,0,0,0,0
Gm44257,7[-]3378121-3390080,0,0,0,0,0,0,0,0,0
Gm35876,6[+]147028001-147028459,0,0,0,3,0,0,2,0,0
Gm44434,6[-]52599501-52603245,0,0,0,6,0,0,1,2,0
Gm43935,6[-]113305625-113306674,15,52,29,24,10,11,31,15,17
Gm44000,6[-]129047277-129049835,4,4,0,0,0,0,0,0,4
Gm18609,6[+]128185277-128188877,8,2,0,23,0,0,30,0,18
Gm28530,9[+]98301650-98302226,101,5,1,17,5,1,66,76,54
Ndufa11,17[+]56717762-56724248,8715,33649,19813,6181,7524,12653,4348,3668,2412
Gm3104,7[+]3086001-3087834,0,0,0,0,0,0,0,0,0
Fau-ps2,11[-]3196454-3196824,0,0,0,0,0,0,2,0,0
Gm7857,X[+]134681520-134681877,1,1,1,0,1,0,0,0,1
Gm14736,X[-]72692510-72692845,0,0,0,0,0,0,0,0,0
Mageb1,X[-]92015191-92016333,0,0,0,0,0,0,0,0,0
Gm14001,2[-]121401145-121401391,0,0,0,4,0,0,0,9,3
Gm15358,8[-]19513878-19514397,0,0,0,0,0,0,0,0,0
Gm15897,16[-]11494821-11496306,0,2,2,0,4,0,0,0,0
Gm14725,X[+]70545558-70546385,0,0,0,0,0,0,0,2,0
AC114645.5,9[-]65521106-65529806,0,5,0,6,4,0,0,0,12
CT573422.2,9[+]67700181-67700585,0,0,0,0,0,0,0,0,0
AC146296.1,9[+]12233994-12234376,0,0,0,0,0,0,0,0,0
Gm44720,7[+]63826978-63827237,0,0,0,0,0,0,0,0,0
AC161371.1,9[-]21607863-21608327,2,6,0,4,7,0,1,0,0
Olfr896-ps1,9[+]38291107-38294465,0,0,0,0,0,0,0,0,0
AC107662.1,9[-]71598835-71600140,2,0,2,0,2,0,0,0,0
AC123708.1,9[+]120521813-120522819,0,0,0,0,0,0,1,0,0
CT030247.6,9[-]14807774-14808040,29,5,1,37,1,2,36,51,37
Mir377,12[+]109740510-109740577,0,0,0,1,0,1,0,0,0
Mir140,8[+]107551244-107551313,1,1,0,0,0,0,0,0,0
Tnpo1,13[-]98839019-98926384,656,369,166,2815,231,61,720,864,5276
4930439D14Rik,1[+]156939838-156940196,26,31,36,0,43,0,8,12,33
Gm26436,4[+]4729573-4729704,0,0,0,0,0,0,0,0,0
Mir208a,14[-]54949060-54949142,0,0,0,0,0,0,0,0,0
Mir370,12[+]109618258-109618336,0,0,0,0,0,1,0,0,0
Mir26a-2,10[+]126995530-126995613,0,1,1,0,0,0,1,0,1
Mir186,3[+]157544279-157544349,1,0,0,2,0,0,0,0,4
Mir342,12[+]108658620-108658718,0,0,1,0,0,0,0,0,0
Mir30d,15[-]68341208-68341289,0,0,0,0,0,1,1,1,0
Mir7-1,13[-]58392779-58392886,2,0,0,13,0,0,17,2,29
Mir135b,1[+]132198088-132198184,0,0,0,0,0,0,0,0,0
Rab7,6[-]87999106-88045270,6333,12978,4472,7221,4394,4214,6200,6466,7124
Grip1os2,10[-]119746063-119761699,0,0,0,0,0,0,0,0,0
Platr3,2[+]135648907-135652063,0,0,0,0,0,0,0,0,0
Gm12406,4[+]41639378-41641416,0,0,0,0,0,0,1,0,0
Gm15472,3[+]103863166-103864423,0,0,0,0,0,0,0,0,3
Gm45079,7[+]121257359-121295852,0,0,0,0,0,0,0,0,0
Gm12061,11[+]23894560-23895488,0,4,0,0,0,0,0,0,2
Gm13605,2[+]35224535-35226254,2,0,0,0,0,0,0,0,0
Gm38356,3[-]66907359-66907766,0,0,0,0,0,0,0,0,0
Gm43641,5[-]11320804-11340297,0,0,0,0,0,0,0,0,0
Gm43430,3[-]135650670-135654566,1,6,0,0,2,2,4,0,7
Gm26437,X[-]39305377-39305481,0,0,0,0,0,0,0,0,0
Vmn2r47,7[-]9816782-9841325,0,0,0,0,0,0,0,0,0
Pcdha12,18[+]37020149-37187657,0,0,0,0,2,0,0,0,0
Gm43735,3[+]92113192-92119317,0,0,0,0,0,0,0,0,0
Gm26440,14[+]57697809-57697937,2,2,0,1,0,0,4,2,1
Gm38357,3[+]51231917-51234380,20,19,0,13,6,0,8,0,6
Gm38358,1[+]184695034-184695461,1,1,0,1,1,1,1,1,2
Gm26442,3[-]66088109-66088261,0,0,0,0,0,0,0,0,0
Gm43972,5[+]25659809-25661275,0,2,0,0,0,0,0,4,0
Gm38359,1[-]181967699-181969923,0,0,0,0,0,0,0,0,2
Gm20778,8[+]20035108-20040320,0,0,0,0,0,0,0,0,2
Igkv10-96,6[-]68631963-68632442,1755,32,15,5,25,3,162,33,316
Gm7950,X[+]55020844-55035959,0,0,0,0,0,0,0,0,0
Gm27280,6[+]52261154-52261212,0,0,0,0,0,0,0,0,0
Gm7386,X[+]27771601-27792613,0,0,0,0,0,0,0,0,0
Gm15143,X[-]154065313-154068139,0,0,0,0,0,0,0,0,0
Olfr478,7[-]108029965-108033989,0,0,0,0,0,0,0,0,0
Gm19965,1[+]116802983-116823410,0,0,0,0,0,0,0,0,0
Mir7078,8[+]117459265-117459328,2,1,1,0,0,1,1,0,1
Orm2,4[+]63362449-63365878,121,99,0,258,69,35,156,185,66
Pitpnb,5[+]111330763-111388359,3191,1631,981,3742,813,684,3578,2690,3331
Gm7824,3[-]38558137-38558668,0,0,0,0,0,0,0,0,0
Zfp229,17[+]21730795-21769342,43,27,18,300,8,21,137,161,349
1700047I17Rik2,12[+]55199592-55217168,1073,1693,886,1540,885,776,1297,978,1553
Ighd3-1,12[-]113525313-113525329,0,0,0,0,0,0,0,0,0
Gm19514,7[-]134095790-134100278,4,2,0,17,2,0,0,11,6
2200002A13Rik,7[+]127897568-127898276,2,0,0,0,0,0,0,0,0
Gm44895,7[+]54876114-54877651,0,0,0,0,0,0,0,0,0
Trav9n-2,14[+]53203122-53203554,2,1,2,0,6,1,0,0,1
Mir6387,12[-]15800994-15801101,0,0,0,0,0,0,0,0,0
Gm26444,12[+]54729602-54729765,24,45,8,13,52,11,39,70,38
Gm18855,7[+]18831775-18832344,0,0,0,0,0,0,0,0,0
Gm45212,7[-]64284808-64288210,4,2,0,2,5,0,6,2,4
Gm26445,10[-]130592136-130592244,1,1,1,1,1,1,1,1,1
Gm21111,Y[-]75539703-75540398,0,0,0,0,0,0,0,0,0
1700083H02Rik,12[-]71383154-71384208,0,0,0,0,0,0,0,0,0
Map7d3,X[-]56797858-56822326,36,12,0,190,0,0,127,101,264
3110035E14Rik,1[+]9601199-9627143,0,0,0,2,1,0,0,0,0
Gm29471,Y[+]9552436-9553135,0,0,0,0,0,0,0,0,0
Kat6b-ps2,7[-]13813443-13815042,1,0,0,0,0,0,0,0,0
Gm29604,9[-]90747380-90747542,0,0,0,0,0,0,0,0,0
Gm19029,1[+]100006021-100006584,0,0,0,1,0,0,0,0,1
Rpl31-ps8,15[-]90764279-90764656,1611,2376,517,216,1011,231,914,504,457
6030442E23Rik,7[+]71217049-71224409,0,0,0,0,0,0,0,0,0
Ccdc87,19[+]4839366-4842528,6,5,5,9,2,8,8,4,2
Htatsf1,X[+]57053583-57067183,578,476,193,1611,216,149,741,1221,2398
Gm12020,11[-]18325630-18327671,1,0,0,0,0,0,0,0,3
Gm16011,16[-]45426845-45429506,0,2,1,2,0,0,0,0,0
Gm14587,X[-]43412086-43412743,0,0,0,0,0,0,0,0,0
Gm15951,4[-]147520468-147520867,0,0,0,0,0,0,0,0,0
Gm15266,X[-]152110432-152111461,0,0,0,0,0,0,0,0,0
Gm9403,3[+]132842396-132844576,3,5,0,4,2,2,13,5,23
Gm11509,11[+]88335660-88335984,0,0,0,0,0,0,0,0,0
Gm12879,4[+]121130118-121131299,0,0,0,0,0,0,0,0,0
Igkv2-107,6[+]68326098-68326752,0,0,0,0,0,0,0,0,0
Gm42755,9[-]109572732-109574224,0,0,0,0,0,0,0,0,0
Gm14480,X[-]10696932-10697364,0,0,0,1,0,0,0,0,2
Gm12397,4[-]40912741-40913355,49,102,22,11,60,18,60,13,30
Gm43283,3[-]123209400-123211947,0,0,0,0,0,0,0,0,0
Gm42446,5[+]14563338-14566621,0,0,0,0,0,0,0,0,0
Gm29707,5[+]102070218-102071782,8,11,5,6,8,11,17,3,7
Mir9-1,3[+]88215598-88215686,0,0,0,0,0,0,0,0,0
Eif3k,7[-]28971372-28981864,9592,23622,7917,3287,12448,6864,6014,5536,4401
Platr15,2[-]150704536-150706876,0,0,0,0,0,0,0,0,0
Gm17258,2[+]176257249-176258516,6,5,0,8,0,1,23,4,20
Gm22776,7[-]59764088-59764181,0,0,0,0,0,0,0,0,0
Gm14569,X[-]36423601-36491830,0,0,0,0,0,0,0,0,0
Gm13246,4[-]145844404-145844718,1,3,1,1,3,0,1,0,1
Gm7222,X[-]134828140-134829045,1,1,1,0,1,1,0,1,0
Gm11698,11[+]114908731-114909185,2,3,0,0,0,0,0,0,0
Gm14158,2[+]152457771-152458078,0,0,0,0,0,0,0,0,0
Serpina3e-ps,12[-]104189517-104192926,0,3,0,0,52,0,0,0,0
Gm11796,4[-]5854516-5855487,0,0,0,0,0,0,0,0,0
Gm13406,2[-]34436327-34436582,0,0,0,0,0,0,0,0,0
Gm14137,2[+]119174509-119177575,52,75,39,24,50,36,41,4,50
Aasdh,5[-]76873659-76905514,347,348,274,236,407,266,267,107,476
Mup-ps1,4[+]60085840-60088577,0,0,0,0,0,0,0,0,0
Gm17227,19[+]7297658-7304528,0,8,0,0,0,0,0,0,5
Gm8309,7[+]95461991-95463438,0,0,0,1,0,0,0,0,0
2200007N16Rik,7[+]24666733-24666970,0,0,0,0,0,0,0,0,0
4930517G19Rik,6[-]91689933-91691608,0,2,0,0,6,2,0,0,1
Gm4259,7[-]129054319-129055076,0,0,0,0,0,0,0,0,0
Gstm2-ps1,5[-]116632908-116633564,105,152,17,44,95,101,127,25,110
Gm42574,6[+]126822377-126825177,5,8,5,5,7,0,2,4,9
5430434F05Rik,6[-]83417440-83420992,0,8,0,7,2,0,1,2,9
Gm44707,7[-]43856086-43857413,0,0,0,0,0,0,0,0,0
Gm43479,6[+]39240114-39242541,0,0,0,0,0,0,0,0,0
Gm43051,5[+]118707402-118710079,2,0,4,2,0,0,0,0,2
Ccr10,11[-]101172997-101175443,147,253,295,100,193,124,69,29,48
Olfr375-ps1,3[-]131899080-131899328,0,0,0,0,0,0,0,0,0
Gm42558,5[+]150022479-150022743,0,0,0,0,0,0,0,0,0
4921513I08Rik,7[+]78254296-78255421,0,0,0,0,0,0,0,0,0
Gm42724,5[+]65541929-65543680,0,1,0,13,0,0,0,9,13
Gm15570,7[-]27271768-27272392,0,1,0,0,0,0,0,0,0
Gm17571,9[-]13444034-13446753,0,0,0,0,0,0,0,0,1
Gm1833,1[+]96645420-96646170,0,0,0,0,0,0,0,0,1
Aaas,15[-]102338247-102350759,964,2145,686,286,1409,388,499,489,811
Pon1,6[-]5168090-5193946,246,151,6,173,37,61,952,701,298
Gm26446,1[+]93363255-93363357,1,0,0,0,0,0,0,0,5
Gm8924,5[+]11691659-11692790,1,0,0,0,1,0,0,1,1
Gm26447,16[+]23111301-23111429,5,0,2,14,0,0,9,0,68
Cenpt,8[-]105844673-105853278,423,772,310,230,368,268,276,256,412
Gm26448,9[+]120129351-120129553,9,16,6,3,13,0,2,5,16
Snora73a,4[-]132352775-132352979,2,3,15,1,16,0,3,0,2
Gm26449,12[+]14878495-14878598,0,0,0,0,0,0,0,0,0
Tmtc3,10[-]100443902-100487350,57,72,2,802,6,0,219,86,805
Olfr901,9[+]38429455-38432682,0,0,0,0,0,0,0,0,0
Gm8164,14[-]4577811-4579002,0,0,0,1,0,0,0,0,0
Gm28656,Y[+]12211889-12212386,0,0,0,0,0,0,0,0,0
Ctdsp2,10[+]126978717-126999975,2367,4433,2513,1044,2494,2057,2153,921,1540
Psen2,1[-]180227004-180263438,3588,9701,4135,1450,5173,4431,2580,1389,1790
Rbm25,12[+]83631236-83683123,1049,928,133,3224,233,40,1262,2154,6714
Tnk1,11[-]69851005-69858730,78,268,121,42,83,210,71,8,15
Adam39,8[+]40822990-40827037,0,0,0,0,0,0,0,0,0
Pigyl,9[+]22156846-22158358,918,2759,2152,900,1427,2695,1047,557,824
Rdh18-ps,10[+]127824284-127843938,0,0,0,0,0,0,0,0,0
Apol7a,15[-]77388221-77399110,7,4,0,0,11,0,0,43,3
Gm25032,9[+]39075411-39075494,0,1,0,0,1,0,0,0,0
Tceal5,X[-]136200948-136203876,7,20,11,16,4,40,20,14,6
Gm17079,14[-]51690308-51695448,0,0,0,0,0,0,0,0,0
Gm25033,7[+]35081910-35081979,0,0,0,0,0,0,0,0,0
Gm2033,8[-]39718680-39720966,0,0,0,0,0,0,0,0,0
Olfr471,7[-]107861064-107861999,0,0,0,0,0,0,0,1,0
Gm45542,8[+]45410063-45410760,0,2,0,2,0,0,0,0,0
Gm45493,8[+]18862196-18866143,0,2,0,2,0,0,0,0,8
Gm45286,8[+]77574219-77575568,2,0,0,4,0,0,7,12,28
Gm7839,7[+]11449014-11449686,0,0,0,0,0,0,0,0,0
Gm45509,7[-]16406755-16407983,2,0,0,2,0,0,2,0,2
Gm45447,2[+]161109411-161114858,7,15,0,39,14,28,38,21,12
Gm45338,16[+]23520210-23560081,25,42,5,45,8,10,22,15,8
Gm45728,8[+]79174185-79177163,1,1,0,0,1,0,0,0,3
Gm20118,1[+]50533030-50533191,0,0,0,0,0,0,0,0,0
Gm45075,8[+]8612264-8615862,0,0,0,0,0,0,0,0,0
Gm7067,7[-]100197100-100198348,0,0,0,0,0,2,0,0,0
Gm44937,7[+]58720199-58722889,0,0,0,4,0,0,0,0,4
1700126A01Rik,1[+]57127340-57129400,0,0,0,0,0,0,0,0,0
Gm44408,7[+]29045628-29045693,0,0,0,0,0,0,0,0,0
Gm45161,7[-]90885444-90887706,0,0,0,2,0,0,0,0,0
Gm9496,1[+]45971182-45976975,0,0,0,0,0,0,0,0,0
Gm29124,1[-]80897654-80898105,0,0,0,0,0,0,0,0,1
Gm29424,Y[-]70337927-70338622,0,0,0,0,0,0,0,0,0
Mir3098,6[+]125195792-125195878,1,1,15,1,1,11,1,1,1
Gm44853,7[-]57718912-57719161,0,0,0,0,0,0,0,0,0
Gm45073,8[-]8642766-8647012,0,0,0,0,0,0,0,0,4
Gm20802,Y[-]48736321-48737018,0,0,0,0,0,0,0,0,0
Gm28125,Y[-]82125942-82126556,0,0,0,0,0,0,0,0,0
Fli1,9[-]32422204-32542861,1764,2001,695,995,1182,367,1152,826,2691
Gm28615,7[-]33903280-33904117,0,0,0,0,0,0,0,0,0
Gm29271,Y[+]49509048-49512286,0,0,0,0,0,0,0,0,0
Gm29308,Y[-]77443200-77443514,0,0,0,0,0,0,0,0,0
Gm5266,1[+]34367371-34369003,0,0,0,0,0,0,0,0,0
Gm28310,Y[-]43076399-43079631,0,0,0,0,0,0,0,0,0
Gm19891,1[+]148498508-148498810,0,0,0,0,0,0,0,0,0
Gm8524,9[+]96905507-96905885,15,24,3,4,13,7,7,1,5
Ecsit,9[-]22072246-22085438,3276,9457,4664,2082,2186,3175,1994,1176,1240
Zfp772,7[-]7202117-7209998,137,59,14,131,9,10,198,124,167
Gm2694,8[+]87460469-87525554,0,0,2,0,0,4,0,0,2
Bdkrb2,12[+]105563226-105595237,63,94,24,17,37,19,27,25,27
AC158115.1,13[-]10048667-10051848,1,0,0,0,0,0,0,0,0
AC124510.3,12[+]68546647-68547329,0,0,0,0,0,0,0,0,0
AC124426.2,13[+]62125729-62126006,0,0,0,0,0,0,1,0,0
AC154482.1,13[-]68995537-68998019,0,0,0,0,0,0,0,0,0
Myh14,7[-]44605803-44670843,254,476,450,195,454,756,415,241,154
Eif3c,7[-]126546455-126566411,11191,22723,9425,5651,10575,8633,9078,4365,6952
Nhp2,11[+]51619735-51623714,2340,6063,2884,1305,3093,2130,1079,1874,1148
Gm26907,9[-]81776695-81858891,0,0,0,0,0,0,0,0,0
Rmnd5b,11[-]51623671-51635896,1749,3370,1585,612,1744,1214,1007,655,1062
