st_gene_id	gene_id	gene_symbol	exp_I_0_1	exp_I_0_2	exp_I_0_3	exp_I_2_1	exp_I_2_2	exp_I_2_3	exp_I_7_1	exp_I_7_2	exp_I_7_3
G10090_9757	73072	Prr36	0.74	0.85	0.59	0.31	0.26	0.24	0.54	0.72	0.72
G10090_5843	21877	Tk1	37.23	34.15	36.67	26.87	28.08	30.2	3.84	3.41	3.93
G10090_6451	100502861	Ccdc13	0.04	0.04	0.06	0.02	0.03	0.01	0.06	0	0.05
G10090_15451	105245981	Gm41349	0.03	0	0.03	0.09	0.09	0.26	0.25	0.08	0.57
G10090_29129	230484	Usp1	30.69	31.96	33.54	19.52	20	20.24	9.88	9.86	9.47
G10090_24688	16008	Igfbp2	21.49	25.11	23.51	10.08	10.24	6.77	38.44	46.81	36.81
G10090_29452	53314	Batf	0	0.08	0.07	0	0.07	0.07	0	0.07	0
G10090_3367	22755	Zfp93	1.92	1.67	1.98	2.61	2.77	2.55	2.76	2.8	2.58
G10090_23588	110750	Cse1l	51.82	51.61	54.01	46.41	43.29	44.51	18.79	17.54	17.37
G10090_16289	12519	Cd80	16.02	16.77	15.5	10.06	10.36	10.67	35.15	28.13	29.94
G10090_27554	100041599	LOC100041599	0.38	0.28	0.27	1.73	1.66	1	2.99	2.77	3.74
G10090_26358	11944	Atp4a	0.02	0	0	0	0.02	0.02	0.08	0.02	0.02
G10090_17563	65255	Asb4	0.23	0.44	0.38	0.39	0.34	0.3	0.14	0.16	0.14
G10090_32328	100233175	Gon7	3.54	3.39	3.98	2.77	2.02	2.62	1.26	1.55	1.97
G10090_33404	619329	F420015M19Rik	0	0.07	0.03	0.03	0.01	0.04	0.04	0.03	0
G10090_12103	52710	Slc52a2	6.28	6.15	6.39	8.73	8.43	8.58	3.52	3.28	3.47
G10090_21559	70349	Copb1	78.7	76.74	75.97	67.66	69.82	73.76	56.65	52.72	53.68
G10090_7127	73677	Psma8	0.11	0.22	0.04	0.04	0.18	0.04	0.04	0.04	0.13
G10090_21773	211378	6720489N17Rik	2.69	3.29	3.35	1.72	1.55	1.64	1.7	1.89	1.12
G10090_14693	14385	Slc37a4	3.02	2.53	2.32	3.56	3.71	4.18	4.08	3.94	3.35
G10090_8265	53609	Clasrp	10.15	12.11	9.83	11.93	10.09	11.55	8.84	8.23	8.92
G10090_17552	56174	Nagk	30.04	28.39	26.24	17.25	18.98	20.48	31.86	27.67	30.7
G10090_24399	320923	Map7d3	2.52	2.8	2.33	2.02	2.49	2.49	1.44	2.16	1.91
G10090_3959	240174	Thada	4.21	4.46	4.54	7.01	6.85	6.4	3.02	2.88	2.85
G10090_14473	20538	Slc6a2	0	0	0	0.15	0.19	0.21	0.06	0.04	0.04
G10090_13101	214230	Pak6	0.02	0	0.06	0	0	0	0.02	0	0.02
G10090_25561	14622	Gjb5	7.85	8.95	7.83	2.54	3.03	2.29	4.7	3.85	5.15
G10090_32770	208634	Tspan10	0	0	0	0	0	0	0	0	0.03
G10090_14572	102637808	LOC102637808	0	0	0	0	0.04	0	0	0	0
G10090_32007	224836	Usp49	3.25	3.53	3.47	2.98	3.1	2.58	2.17	2.45	2.68
G10090_3604	22658	Pcgf2	17.36	15.55	15.98	16.93	17.93	17.94	18.68	21.27	19.53
G10090_25248	108168226	Gm46504	0	0	0	0	0	0	0	0.19	0
G10090_12924	67860	S100a16	51.7	47.03	46.21	22.18	22.9	22.88	69.6	50.36	56.93
G10090_282	227290	Aamp	49.73	47.64	45.9	61.67	63.44	64.64	56.5	53.38	54.52
G10090_24696	67220	Plekho1	33.34	28.75	31.96	8.94	9.03	8.91	23.76	21.08	19.07
G10090_2181	20467	Sin3b	50.96	50.97	54.57	44.8	48.6	51.29	40.77	41.12	39.89
G10090_4822	71382	Pex1	2.33	2.32	2.31	3.69	3.15	3.18	3.36	3.1	3.2
G10090_26360	21818	Tgm3	0	0.02	0	0.01	0	0	0.04	0.09	0.05
G10090_32762	67164	Lipt2	4.26	2.72	2.95	2.54	3.62	3.7	2.03	1.94	1.7
G10090_26447	619883	Gm6109	0	0.35	0	0	0	0	0.16	0	0
G10090_16632	72668	Skida1	0.66	0.81	0.87	0.62	0.51	0.51	0.59	0.61	0.71
G10090_18098	226781	Slc30a10	0	0	0	0	0.01	0.01	0	0	0
G10090_16562	27381	Tcl1b2	0.06	0	0	0	0	0	0	0	0
G10090_18876	12933	Crmp1	0.31	0.31	0.32	0.12	0.12	0.14	0.33	0.24	0.33
G10090_33701	26949	Vat1	127.73	122.9	116.45	37.41	42.06	39.17	195.49	198.72	193.75
G10090_1074	100929	Tyw1	8.83	8.07	8.48	10.24	11.44	11.38	7.25	6.81	7.03
G10090_7181	64378	Gpr88	0.17	0.23	0.12	6.18	7.35	7.8	9.9	9.06	11.12
G10090_18318	212377	Mms22l	6.54	7.02	6.46	4.94	5.53	5.19	1.09	0.86	1.18
G10090_21928	78943	Ern1	6.35	6.56	6.54	8.72	7.98	7.49	7.16	6.62	7.23
G10090_16318	66087	Emc3	55.8	52.12	54.33	58.01	58.85	61.68	53.87	46.78	50.48
G10090_32910	74194	Rnd3	27.02	27.31	27.06	42.75	45.51	44.37	41.35	39.1	42.01
G10090_1768	191578	Helq	3.21	3.22	3.11	2.16	2.33	2.69	1.33	1.64	2.11
G10090_1453	26874	Abcd2	0.64	0.72	0.61	2.71	2.9	2.44	3.62	4.24	3.32
G10090_5724	75560	Ep400	15.3	15.3	14.98	20.04	18.58	17.05	11.98	12.41	12.95
G10090_23906	12925	Crip1	111.35	114.47	103.12	21.22	22.88	25.2	56.34	52	54.27
G10090_23994	69574	Cmbl	1.08	0.62	0.53	0.85	0.82	1.02	3.51	4.24	3.36
G10090_5432	73447	Wdr13	6.34	7.75	7.51	10.29	9.63	10.45	10.44	10.42	11.88
G10090_18315	100503949	Zfp965	0	0	0	0	3.65	1.97	0.46	1.51	0.86
G10090_16563	26943	Serinc3	112.52	106.86	110.23	159.8	158.18	155.77	203.53	192.48	185.54
G10090_4943	28084	Vps25	48.35	47.19	47.65	84.59	75.92	76.3	59.12	56.79	57.3
G10090_11503	219134	Shisa2	0.15	0	0.06	0.1	0.08	0.04	0.04	0	0.06
G10090_32789	108978	4930555G01Rik	0.06	0.12	0.03	0.03	0.03	0.09	0.03	0	0.03
G10090_19918	55950	Bri3	33.11	30.21	33.93	24.43	26.42	23.77	51.45	54.46	49.68
G10090_12113	330941	AI593442	0	0	0	0	0	0.01	0	0	0.01
G10090_21140	110959	Nudt19	13.86	13.89	13.54	13.2	13.37	12.14	10.56	11.11	11.93
G10090_17133	70430	Tbce	12.36	13.5	12.53	12.05	10.07	14.33	9.09	9.53	9.61
G10090_22079	226539	Dars2	4	4	4.17	5.27	5.02	4.82	2.82	2.82	3.17
G10090_22594	67956	Kmt5a	51.19	54.14	51.78	72.86	70.2	66.8	37.97	34.28	37.45
G10090_22350	56632	Sphk2	13.09	12.3	13.28	16.31	17.08	15.5	12.39	11.04	10.95
G10090_21628	108169105	LOC108169105	0.33	0.12	0.5	0.11	0.11	0.11	0.16	0	0.06
G10090_16112	100043133	9130023H24Rik	3.84	4.01	3.5	4.09	3.39	3.86	3.85	3.34	4.24
G10090_5694	225655	Prelid3a	0.21	0.21	0.18	0.23	0.22	0.03	0.12	0.12	0.31
G10090_10199	65246	Xpo7	19.84	20.35	20.89	20.29	19.67	19.63	13.91	14.83	14.32
G10090_32149	66673	Sorcs3	0.03	0.07	0.04	0.04	0.02	0.02	0.02	0.04	0.02
G10090_16059	14309	Fshr	0	0.03	0	0	0	0	0	0	0
G10090_22476	73288	Vps50	8.7	8.49	9.7	7.83	7.82	7.6	6.39	5.8	6.49
G10090_6463	69792	Med6	15.17	15.29	14.59	15.91	14.67	14.5	10.46	12.17	12.45
G10090_13456	12836	Col7a1	1.52	1.45	1.95	0.71	0.58	0.62	0.59	0.7	0.65
G10090_22899	71683	Gypc	23.27	21.97	21.66	16.23	17.05	16.25	18.72	18.68	17.44
G10090_5408	225187	Ankrd29	1.07	1.03	1.05	0.72	0.72	0.82	1.44	1.85	1.45
G10090_18740	414801	Itprip	32.03	30.29	31.4	8.93	8.28	8.35	8.07	8.36	8.16
G10090_10192	214063	Dnajc16	4.72	4.69	4.9	7.69	6.56	6.6	4.75	4.85	4.74
G10090_16035	18754	Prkce	2.42	2.98	2.93	3.98	4.7	4.43	5.26	5.62	5.31
G10090_7957	333564	Fndc3c1	0.02	0.01	0.04	0.03	0.06	0.04	0.02	0	0
G10090_4006	64009	Syne1	6.31	6.6	6.03	0.73	0.69	0.85	4.72	5.66	6.08
G10090_29546	67903	Gipc1	35.38	35.06	36.38	28.51	26.62	26.73	29.11	26.88	26.94
G10090_12333	217304	Cd300lb	0.13	0	0.02	0	0.02	0.02	0.51	0.06	0.07
G10090_18149	20901	Strap	63.51	66.8	65.65	65.15	62.77	63.76	40.45	38.87	38.17
G10090_9715	21333	Tac1	0.47	0.2	0.25	0.06	0	0.06	0.06	0.05	0.12
G10090_26230	268281	Shprh	4.6	4.49	4.65	5	4.82	4.85	5.55	5.67	5.43
G10090_13234	75404	Arhgap36	0	0	0	0	0	0	0	0.02	0.05
G10090_2395	18810	Plec	61.94	60.66	63.74	27.01	26.23	24.41	40.71	43.67	46.66
G10090_747	12012	Baat	0.02	0.03	0.02	0.1	0.04	0.03	0	0	0
G10090_4002	66665	Msantd3	14.43	15.25	14.98	7.43	7.32	6.89	6.79	6.62	7.21
G10090_14593	78754	Galnt15	0.07	0	0	0.32	0.55	0.28	0.35	0.46	0.4
G10090_11193	104871	Spata7	2.9	2.53	2.57	1.55	1.56	1.64	2.21	2.28	2.55
G10090_22049	75870	Tcam1	0.19	0.09	0.1	0.04	0.19	0.12	0.25	0.3	0.22
G10090_455	51793	Ddah2	20.99	24.57	20.17	12.1	11.48	13.97	46.52	43.94	44.42
G10090_33343	12299	Cacng1	0	0.05	0	0	0	0.16	0	0	0
G10090_6098	72061	2010111I01Rik	2.86	2.77	2.9	0.78	0.64	0.72	2.13	1.8	1.91
G10090_131	58207	Slc43a3	35.78	38.72	36.16	289.54	287.55	283.21	86.14	86.19	81.2
G10090_3440	52392	D1Ertd622e	3.19	2.64	2.98	1.53	1.58	1.99	0.7	0.97	0.63
G10090_10468	225898	Eml3	14.3	13.41	14.38	17.78	18.23	19.45	14.28	14.41	13.15
G10090_10585	20334	Sec23a	74.06	77.7	76.32	49.15	47.14	48.22	46.92	45.5	44.23
G10090_18172	268932	Caskin1	0.05	0.11	0.14	0.11	0.06	0.07	0.08	0.14	0.16
G10090_25076	68077	Nop53	47.11	44.7	46.86	67.14	77.07	75.59	71.35	69.13	64.49
G10090_10252	328580	Tubgcp6	5.47	5.59	5.38	5.79	5.35	5.63	3.87	3.12	3.55
G10090_289	272465	Tmem255b	0.04	0.08	0.04	0.64	0.41	0.47	0.24	0.3	0.28
G10090_18154	70300	Fuz	2.94	2.35	2.35	8.96	8.55	8.74	7.51	7.29	6.74
G10090_4824	71843	R3hcc1	11.82	12.02	12.15	12.85	12.71	13.21	12.46	10.01	10.08
G10090_19588	18041	Nfs1	10.37	9.82	9.94	14.75	15.83	15.47	10.53	11.28	10.74
G10090_31613	66274	Lyrm9	0.51	0.29	0.42	0.49	0.45	0.36	0.3	0.46	0.4
G10090_18769	212139	Cc2d1a	14.2	13.97	13.59	13.25	14.15	12.8	15.13	14.68	14.07
G10090_16458	245880	Wasf3	4.31	4.79	4.42	5.07	4.87	4.75	4.43	4.56	4.25
G10090_18427	218973	Wdhd1	7.75	7.71	7.69	6.42	6.42	6.63	1.11	0.83	1.32
G10090_323	18782	Pla2g2d	0	0	0.03	0	0.05	0.05	0.05	0.08	0.03
G10090_9790	75210	Prr3	10.38	9.6	9.1	15.49	14.05	14.87	11.36	11.11	11.73
G10090_6046	76959	Chmp5	41.16	46.7	42.95	41.79	38.1	39.75	46.54	42.23	44.75
G10090_20164	22271	Upp1	0.26	0.1	0.25	0	0.15	0	0.05	0.05	0
G10090_11901	74411	Plpp6	2.99	3.13	3.02	3.83	3.39	3.73	4.08	4.83	4.43
G10090_7819	74081	Cep350	5.64	6.06	5.94	7.04	6.62	6.36	5.72	5.88	5.91
G10090_23408	192200	Wfdc12	0	0	0	0	0	0	0.09	0.09	0.21
G10090_20963	74840	Manf	92.53	89.64	90.76	72.19	67.72	71.01	48.42	44.15	45.85
G10090_5006	226169	Pprc1	27.17	27.51	27.52	20.35	19.75	18.61	15.11	16.26	17.34
G10090_19179	27528	Nrep	1.67	1.54	1.67	0.8	0.81	1.05	11.45	12.4	9.99
G10090_24021	105245547	Gm40991	1.9	1.77	1.46	6.36	5.57	5.48	0.97	0.71	1.03
G10090_716	71458	Bcor	10.23	10.34	10.92	5.85	6.22	5.65	7.15	6.86	7.75
G10090_24776	16145	Igtp	0.32	0.55	0.54	0.64	0.48	0.66	6.9	4.21	5.21
G10090_31118	13531	Usp17la	0.02	0	0	0	0	0.02	0	0.04	0
G10090_17899	28146	Serp1	109.5	107.19	110.06	78.9	80.37	80.41	66.89	65.54	62.62
G10090_2063	320492	A830018L16Rik	0.01	0	0.03	0.01	0	0	0.04	0.02	0.07
G10090_2757	59092	Pcbp4	56.47	51.38	56.59	53.84	52.38	49.39	33.78	35.23	34.44
G10090_8255	26887	Chst4	0	0	0	0	0	0	0	0.03	0
G10090_25669	17117	Amacr	7.01	7.05	6.45	11.89	9.86	8.02	6.27	6.22	4.92
G10090_364	21894	Tln1	122.59	121.85	123.67	52.43	54.28	51.34	65.48	66.53	66.87
G10090_1285	20135	Rrm2	170.62	158.81	177.03	106.32	97.96	101.03	13.71	15.11	18.32
G10090_14994	238690	Zfp458	0.95	0.97	0.84	1.61	1.77	1.7	0.88	0.85	0.97
G10090_31807	98558	Mael	0.16	0.21	0.24	0.08	0.04	0.04	0	0.04	0.04
G10090_3703	329154	Ankrd44	9.03	9.23	8.32	12.48	12.7	10.26	10.18	10.29	10.98
G10090_27183	93685	Entpd7	4.06	3.79	3.7	3.12	3.02	3.17	2.15	1.79	2.23
G10090_11134	20897	Stra6	0	0.02	0.02	0.02	0	0.02	0.04	0	0.02
G10090_6273	94332	Cadm3	2.5	3	3.03	3.03	3.71	2.47	4.31	3.96	3.96
G10090_33443	71664	Mettl7b	0	0	0	0.21	0.41	0.15	0.15	0.15	0.34
G10090_12413	71099	Tssk4	0.9	0.65	0.69	1.18	0.44	0.96	0.69	0.53	0.36
G10090_679	14255	Flt3	0.02	0	0	0	0	0	0.02	0	0
G10090_2603	53325	Banp	10.69	9.52	9.93	9.17	8.61	9.17	9.79	9.17	8.73
G10090_13393	74472	Stpg3	0	0	0.03	0	0	0	0	0	0.05
G10090_31724	52626	Cdkn2aipnl	11.98	10.68	10.4	7.59	8.83	8.75	5.1	4.86	4.92
G10090_3420	13039	Ctsl	188.18	184.09	174.58	528.99	476.5	566.77	525.01	484.1	481.95
G10090_25357	224756	H2-M1	0.25	0.21	0.2	1.4	1.52	1.61	0.06	0.05	0.07
G10090_18330	50935	St6galnac6	23.9	23.69	22.49	28.51	30.21	31.22	28.85	26.68	26.14
G10090_21694	270190	Ephb1	0	0.04	0.01	0.03	0.03	0.01	0.01	0.03	0.01
G10090_8048	110893	Slc8a3	0.18	0.1	0.23	0.37	0.53	0.44	0.09	0.16	0.1
G10090_5491	53332	Mtmr1	3.57	2.86	3.17	5.64	5.41	5.84	5	5.96	5.6
G10090_33029	75642	Spata25	0	0	0.09	0.18	0.09	0	0.09	0	0.1
G10090_10069	237091	Lhfpl1	0.27	0.07	0.14	0.04	0.07	0	0.03	0.17	0.15
G10090_12703	271036	Catsperb	0	0	0	0	0.02	0.02	0	0	0
G10090_4684	216350	Tspan8	0.14	0	0	0	0.07	0	0.1	0.14	0.15
G10090_2853	54401	Ywhab	133.73	129.14	133.43	113.94	117.13	124.98	102.27	113.04	106.77
G10090_26557	212168	Zswim4	7.06	6.63	7.41	7.64	6.26	6.52	4.93	5.66	4.84
G10090_7420	104079	Nxph3	1.05	0.98	0.84	0.38	0.32	0.52	1.84	1.66	1.65
G10090_31938	258442	Olfr1314	0.14	0.07	0	0.29	0.07	0.07	0.34	0.07	0.08
G10090_3910	19277	Ptpro	0	0	0	0	0	0.01	0.1	0.03	0.02
G10090_15369	23918	Impdh2	70.01	68.29	73.07	101.03	109.94	113.89	41.78	38.72	41.57
G10090_886	209176	Ido2	0.06	0.09	0.05	0.02	0	0.02	0.29	0.14	0.14
G10090_26705	68292	Stt3b	69.77	70.04	72.2	88.59	87.3	89.66	64.12	64.58	60.44
G10090_2556	16504	Kcnc3	0.52	0.53	0.51	1.36	1.18	1.11	0.24	0.33	0.38
G10090_32562	69183	C1qtnf2	4.33	3.42	3.48	0.05	0.32	0.26	7.05	6.24	7.22
G10090_21797	97998	Deptor	1.54	1.42	1.64	2.58	2.53	2.4	5.83	7.96	7.18
G10090_11600	67544	Fam120b	6.42	6.97	6.9	7.72	7.43	8.19	9.25	9.68	9.29
G10090_5862	320506	Lmbrd2	7.28	9.5	8.25	5.8	4.67	5.94	5.17	5.21	5.56
G10090_8886	54392	Ncapg	13.76	15.25	14.29	10.75	9.84	10.4	1.61	1.21	1.55
G10090_22052	67138	Herc6	1.59	1.39	1.65	0.39	0.44	0.52	1.78	1.01	1.1
G10090_24477	13644	Efs	10.74	10.99	10.16	3.94	4.45	3.53	23.71	22.89	21.99
G10090_22202	269344	Ell3	0.4	0.11	0.44	0.41	0.33	0.22	0.22	0.25	0.12
G10090_6955	106722	Mpig6b	0	0	0	0	0	0	0.03	0.05	0.03
G10090_9146	98685	Trmt1l	14.07	15.76	15.76	18.18	17.19	19.47	13.46	12.09	13.83
G10090_28104	73381	Cmtm2a	0.12	0.18	0.06	0	0	0	0.06	0.12	0
G10090_11317	76156	Fam131b	10.52	11.01	10.33	4.51	4.45	4.29	4.94	5.1	4.91
G10090_10117	56398	Chp1	68.11	66.71	66.26	125.01	130.07	123.09	92.19	94.15	84.59
G10090_23931	101056300	LOC101056300	0.73	0.62	0.22	0.99	0.78	0.39	0.18	0.28	0.31
G10090_25011	100328588	Il4i1b	0.28	0	0	0	0.19	0	0	0.13	0
G10090_91	68507	Ppfia4	0.09	0.17	0.04	0.04	0.02	0.06	0.06	0.04	0.06
G10090_29229	100102	Pcsk9	5.94	6.48	6.34	3.84	4.18	4.22	3.99	4.26	4.58
G10090_6028	192232	Hps4	4.65	4.61	3.84	4.8	5.11	5.28	5.37	4.91	4.92
G10090_15063	320162	Cep95	2.38	3.15	2.9	4.53	4.31	4.34	2.83	2.92	2.41
G10090_10004	67067	Romo1	52.63	50.94	48.14	70.11	59.57	59.58	51.38	42.09	55.77
G10090_18119	18857	Pmp2	1.76	1.66	1.38	0.05	0.05	0.09	0.05	0.23	0.2
G10090_3996	23892	Grem1	26.68	23.02	28.6	9	7.48	7.85	7.08	6.07	7.27
G10090_24623	14314	Fstl1	635.7	675.61	652.56	1444.38	1428.04	1476.47	1056.9	999.24	1013.9
G10090_10726	13004	Ncan	0	0	0	0.01	0	0	0.01	0	0
G10090_17568	14465	Gata6	6.38	6.23	6.69	8.16	8.17	8.36	7.49	9.59	8.48
G10090_23493	74347	Tldc1	2.89	3.03	2.73	3.16	3.4	3.35	4.7	5.37	4.76
G10090_3421	99100	Cep152	2.15	2.57	2.68	2.36	1.91	2.09	0.73	0.83	0.69
G10090_29585	666842	Gm14692	0	0	0	0	0	0.1	0	0	0
G10090_16964	192119	Dicer1	9.63	10.47	9.99	9.23	9	8.58	6.63	7.19	7.31
G10090_33275	66373	Lsm5	15.03	13.8	14.06	8.03	11.06	11.38	6.95	6.58	4.58
G10090_10706	26410	Map3k8	1.01	1.17	0.9	1.79	1.73	2.11	2.65	3.22	2.6
G10090_21374	381489	Rxfp1	0.02	0.03	0.01	0	0	0.03	0.01	0.02	0.03
G10090_22378	22213	Ube2g2	42.72	41.26	39.44	37.02	35.86	35.22	30.52	30.34	29.64
G10090_12345	72392	Tmem175	7.03	5.37	5.33	17.64	17.5	16.8	14.7	14.09	14.05
G10090_21623	100861969	LOC100861969	0	0	0	0.23	0.19	0.39	0	0	0
G10090_7338	57342	Parva	89.04	91.53	90.01	54.03	58.76	56.36	78.4	78.91	79.39
G10090_20141	83768	Dpp7	4.35	4.61	4.5	9.18	9.86	10.53	21.39	20.43	20.06
G10090_3730	171567	Nme7	7.47	6.29	7	8.44	7.4	7.59	7.69	6.28	7.9
G10090_9137	211151	Churc1	9.65	11.07	11.67	11.89	11.38	13.04	14.77	12.72	14.15
G10090_3865	229780	Trmt13	3.43	3.14	4.56	3.99	3.9	4.24	2.54	2.99	2.4
G10090_31767	105372	Utp15	6.03	5.46	5.94	7.22	7.13	7.18	3.86	3.54	3.71
G10090_12702	68201	Ccdc34	15.2	17.86	19.25	12.39	13.37	15.59	8.14	8.28	9.42
G10090_6838	70047	Trnt1	14.9	15.45	15.23	16.86	16.34	18.54	11.85	10.56	11.25
G10090_3180	26359	Anxa10	0	0.04	0	0	0	0	0	0	0
G10090_8645	238123	Cog5	7.84	8.33	7.46	8.02	7.99	7.06	7.39	7.18	6.92
G10090_1787	320484	Rasal3	0	0	0	0	0	0	0.03	0	0
G10090_25450	18457	Bloc1s6	6.59	6.26	6.32	6.2	7.19	6.75	8.58	7.82	7.33
G10090_23758	140743	Rem2	0	0.1	0	0	0.03	0	0.06	0	0
G10090_1526	11520	Plin2	32.37	33.28	31.85	30.37	29.93	28.05	53.05	50.17	47.08
G10090_6048	72045	Mfsd4b2	0.41	0.24	0.29	0.58	0.6	0.8	0.62	0.42	0.64
G10090_17882	57895	Ccdc126	3.45	3.81	4.06	3.26	4.3	3.93	3.9	3.84	3.47
G10090_7649	16801	Arhgef1	32.12	28.37	29.95	30.34	27.64	29.49	26.82	27.11	26.36
G10090_15170	66191	Ier3ip1	25.91	24.93	26.31	20.9	17.8	22.63	19.06	18.72	19.84
G10090_13783	22362	Vpreb1	0.09	0.09	0.09	0	0.09	0.18	0.26	0.09	0.1
G10090_16110	229317	Eif2a	28.46	28.11	27.95	28.18	26.67	26.48	23.85	22.69	23.1
G10090_7196	13019	Ctf1	1.15	1.64	1.39	0.56	0.51	0.28	1.74	2.01	2.19
G10090_25305	12034	Phb2	113.39	109.2	112.02	107.85	116.22	105.88	71.87	66.54	67.95
G10090_20094	76524	Cln6	11.55	12.39	11.25	14.37	15.7	16.43	14.54	14.69	12.7
G10090_150	53322	Nucb2	29.22	32.51	30.33	23.55	26.5	26.33	30.95	30.59	31.07
G10090_6450	223723	Ttll12	22.6	24.27	24.79	19.97	20.13	18.3	12.76	12.28	13.95
G10090_5459	68318	Aph1c	0.07	0.04	0.07	0.16	0.19	0.16	0.44	0.53	0.32
G10090_2739	16399	Itga2b	0.54	0.35	0.24	0.56	0.67	0.75	1.36	1.29	1.11
G10090_5951	13430	Dnm2	48.74	49.01	47.81	54.72	59.58	52.56	51.2	53.44	54.17
G10090_9295	68203	Diras2	0.21	0.16	0.2	0.06	0	0.06	0.08	0.08	0.08
G10090_9518	20361	Sema7a	3.22	2.69	3.2	1.45	0.88	1.35	2.89	3.38	3.81
G10090_316	104859	Tecpr2	2.67	2.51	2.82	3.27	3.2	3.38	2.75	2.8	2.48
G10090_16202	74670	Zfp943	2.78	3.02	2.61	4.16	4.43	4.38	3.58	4.33	4.57
G10090_5820	228356	1110051M20Rik	9.34	7.81	8.81	12.29	12.81	11.15	12.46	12.44	12.93
G10090_28214	403088	Tcaf3	0.06	0.02	0	0.02	0	0	0	0	0.02
G10090_4287	75953	Samd7	0	0	0	0	0	0	0.02	0	0
G10090_12123	214987	Chtf8	58.15	56.71	58.01	53.23	54.93	58.13	40.3	42.86	38.52
G10090_18424	546519	Tmem235	0.03	0	0	0	0	0	0	0	0
G10090_15082	17827	Mtx1	20.35	17.32	19.66	19.67	19.63	19.21	13.95	12.68	13.38
G10090_1194	270162	Elmod1	0.09	0.19	0.2	0.02	0	0	0	0.02	0.05
G10090_11150	380787	Lbhd2	0	0	0	0	0	0	0	0	0.12
G10090_1452	319259	Bricd5	0	0	0	0	0	0	0.16	0	0
G10090_29150	668620	Zfp936	0.07	0.08	0.04	0.06	0.13	0.15	0.06	0.06	0.06
G10090_10619	57314	Nelfcd	16.06	16.14	16.72	20.35	20.21	18.25	10.57	9.92	9.01
G10090_5980	215476	Prr14l	4.97	5.11	4.89	7.26	6.48	5.89	4.5	4.59	5.02
G10090_5908	751865	Sap25	1.37	1.45	2.32	3.11	2.38	1.63	1.55	1.99	1.74
G10090_33436	73736	Fcf1	31.1	31.91	30.45	32.9	25.81	30.21	22.4	18.12	19.78
G10090_11338	22378	Wbp2	46.52	44.33	44.53	39.36	38.65	35.85	56.94	60.03	64.92
G10090_32958	67308	Mrpl46	10.6	10.93	11.67	10.73	12.11	12.05	7.06	6.08	6.88
G10090_2618	105653	Phyhip	0.48	0.6	0.43	0.22	0.26	0.04	0.74	0.63	0.51
G10090_32747	237823	Pfas	8.41	8.05	8.2	7.21	6.78	6.23	2.48	2.82	2.8
G10090_11162	110948	Hlcs	2.1	2.08	2.37	5.26	5.13	4.91	4.02	3.92	4
G10090_9372	108832	Tmem74b	0.05	0.09	0.13	0.16	0.31	0.17	0.06	0.05	0.07
G10090_5778	76088	Dock8	0.14	0.17	0.11	0.04	0.09	0.04	0.19	0.09	0.11
G10090_33464	236539	Phgdh	125.69	119.71	122.82	22.49	29.01	26.35	45.53	39.64	38.66
G10090_4139	329324	Syt14	0.05	0.09	0.12	0.03	0.05	0.02	0.04	0.05	0.05
G10090_7349	83997	Slmap	22.73	24.28	24.36	20.89	20.96	22.52	23.84	23.08	24.64
G10090_12872	56462	Mtch1	127.76	113.64	114.28	104.9	117.12	111.87	154.14	137.19	141.44
G10090_26993	76426	Fam209	0	0	0.22	0	0	0	0.11	0.11	0.48
G10090_11672	17380	Mme	0.44	0.5	0.48	0.99	1.29	1.27	1.48	1.85	1.29
G10090_33105	67862	2310033P09Rik	6.86	6.96	6.29	11.17	10.37	12.67	5.5	5.71	5.72
G10090_12884	67772	Chd8	14.54	15.89	15.44	14.62	15.16	15.21	13.21	14.33	12.93
G10090_5064	12950	Hapln1	0	0	0.01	0	0.06	0.01	0	0	0.04
G10090_27310	382244	Gm15091	0.03	0	0	0	0	0	0	0	0
G10090_31245	23959	Nt5e	0.18	0.15	0.11	0.42	0.44	0.33	0.45	0.6	0.43
G10090_9161	14056	Ezh2	22.44	21.3	22.81	16.14	13.93	15.9	4.6	4.74	4.4
G10090_29210	67471	Gpatch1	4.13	4.81	4.99	5.8	6.05	5.94	5.2	5.84	5.83
G10090_21173	75758	9130401M01Rik	14.03	15.47	17.32	13.4	14.12	14.69	12.08	11.45	10.43
G10090_14680	64051	Sv2a	0.4	0.25	0.3	0.37	0.43	0.48	0.57	0.43	0.49
G10090_8103	70225	Ppil3	20.51	20.2	20.78	15.39	15.55	18.18	15.42	12.82	15.59
G10090_25303	19385	Ranbp1	305.16	315.47	275.61	167.69	163.54	164.57	95.02	88.55	92.7
G10090_7953	68040	Zfp593	8.54	6.7	7.25	7.64	8.01	7.49	4.7	3.92	4.05
G10090_24862	17931	Ppp1r12a	25.44	26.99	26.28	19.35	19.53	18.63	17.43	17.34	18.95
G10090_33508	192216	Tmem47	19.87	20.49	20.15	6.38	6.94	7.08	5.53	6.6	6.03
G10090_3635	633057	Gm7102	0.46	0.24	0.65	0.39	0.41	0.36	0.15	0.36	0.43
G10090_2182	216292	Mettl25	1.29	1.44	1.63	1.3	1.46	1.28	2.82	2.33	2.21
G10090_22885	14860	Gsta4	51.95	57.3	49.65	7.65	7.44	5.52	12.59	8.84	10.49
G10090_8188	235386	Hykk	3.15	3.61	3.17	2.95	2.29	2.02	4.39	4.12	4.39
