reaction_id,Pathway,lmp_id,gene_name,species_long,gene_symbol,R_lipid,P_lipid
R-HSA-75879,palmitoyl-CoA + DHAP => 1-palmitoylglycerone phosphate + CoASH,LMP001078,glyceronephosphate O-acyltransferase,Homo sapiens,GNPAT,palmitoyl-CoA,Palmitoylglycerone phosphate
R-HSA-2029468,Conversion of PA into DAG by PAP-1,LMP005417,phosphatidic acid phosphatase type 2 domain containing 1B,Homo sapiens,PPAPDC1B,PA,DAG
R-HSA-1482889,DAG is acylated to TAG by DGAT1/2,LMP005085,diacylglycerol O-acyltransferase 2,Homo sapiens,DGAT2,DAG,TAG
R-HSA-1482889,DAG is acylated to TAG by DGAT1/2,LMP005085,diacylglycerol O-acyltransferase 2,Homo sapiens,DGAT2,acyl-CoA,CoA
R-HSA-549192,"1,2-diacyl-glycerol + acyl-CoA => triacylglycerol + CoASH [DGAT2]",LMP005085,diacylglycerol O-acyltransferase 2,Homo sapiens,DGAT2,DAG,TAG
R-HSA-549192,"1,2-diacyl-glycerol + acyl-CoA => triacylglycerol + CoASH [DGAT2]",LMP005085,diacylglycerol O-acyltransferase 2,Homo sapiens,DGAT2,fatty acyl CoA,TAG
R-HSA-71020,D-methylmalonyl-CoA <=> L-methylmalonyl-CoA,LMP005114,methylmalonyl CoA epimerase,Homo sapiens,MCEE,D-methylmalonyl-CoA,L-methylmalonyl-CoA
R-HSA-163069,mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI + phosphatidylethanolamine -> (ethanolamineP) mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI (acyl-GPI) + diacylglycerol,LMP001314,"phosphatidylinositol glycan anchor biosynthesis, class O",Homo sapiens,PIGO,mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI,(ethanolamineP) mannose (a1-2) (ethanolamineP) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI
R-HSA-163069,mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI + phosphatidylethanolamine -> (ethanolamineP) mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI (acyl-GPI) + diacylglycerol,LMP001314,"phosphatidylinositol glycan anchor biosynthesis, class O",Homo sapiens,PIGO,PE,DAG
R-HSA-75885,1-acyl LPA is acylated to PA by AGPAT (LPAAT),LMP006766,1-acylglycerol-3-phosphate O-acyltransferase 9,Homo sapiens,AGPAT9,1-acyl LPA,PA
R-HSA-1855214,"PL(C)D4:3xCa2+ hydrolse PI(4,5)P2 to I(1,4,5)P3 and DAG at the ER membrane",LMP006640,"phospholipase C, delta 4",Homo sapiens,PLCD4,"PI(4,5)P2",DAG
R-HSA-1855214,"PL(C)D4:3xCa2+ hydrolse PI(4,5)P2 to I(1,4,5)P3 and DAG at the ER membrane",LMP006640,"phospholipase C, delta 4",Homo sapiens,PLCD4,"PI(4,5)P2","I(1,4,5)P4"
R-HSA-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP006783,"phosphatidylinositol glycan anchor biosynthesis, class Y",Homo sapiens,PIGY,PI,N-acetylglucosaminyl-PI
R-HSA-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP006783,"phosphatidylinositol glycan anchor biosynthesis, class Y",Homo sapiens,PIGY,UDP-N-acetyl-D-glucosamine,N-acetylglucosaminyl-PI
R-HSA-1433514,Synthesis of PIP3 from PIP2 by PI3K,LMP000617,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",Homo sapiens,PIK3R3,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP000617,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",Homo sapiens,PIK3R3,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP000617,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",Homo sapiens,PIK3R3,PI4P,"PI(3,4)P2"
R-HSA-2316434,PI3K phosphorylates PIP2 to PIP3,LMP000617,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",Homo sapiens,PIK3R3,PIP2,"phosphoinositol-3,4,5-trisphosphate (PIP3)"
R-HSA-389158,CD28 bound PI3K phosphorylates PIP2 to PIP3,LMP000617,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",Homo sapiens,PIK3R3,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-437162,"PI3K alpha, beta, gamma convert PIP2 to PIP3",LMP000617,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",Homo sapiens,PIK3R3,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-8979996,LIPs hydrolyze TG to DAG and LCFA,LMP001294,"lipase, gastric",Homo sapiens,LIPF,TAG,DAG
R-HSA-8979996,LIPs hydrolyze TG to DAG and LCFA,LMP001294,"lipase, gastric",Homo sapiens,LIPF,TAG,LCFA
R-HSA-426240,DAG kinase produces phosphatidic acid from DAG,LMP002150,"diacylglycerol kinase, zeta",Homo sapiens,DGKZ,DAG,"1,2-diacyl-glycerol 3-phosphate"
R-HSA-426240,DAG kinase produces phosphatidic acid from DAG,LMP000720,"diacylglycerol kinase, epsilon 64kDa",Homo sapiens,DGKE,DAG,"1,2-diacyl-glycerol 3-phosphate"
R-HSA-426240,DAG kinase produces phosphatidic acid from DAG,LMP006784,"diacylglycerol kinase, delta 130kDa",Homo sapiens,DGKD,DAG,"1,2-diacyl-glycerol 3-phosphate"
R-HSA-211873,"CYP4F2, 4F3 20-hydroxylate LTB4",LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,Leukotriene-B(4) omega-hydroxylase,20-OH-Leukotriene B4
R-HSA-211904,CYP4F12 18-hydroxylates ARA,LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,arachidonic acid,18-hydroxyarachidonate
R-HSA-211919,CYP4F8 19-hydroxylates PGH2,LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,"(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate",19-hydroxyprostaglandin H2
R-HSA-211924,CYP4B1 12-hydroxylates ARA,LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,FA(20:4)(ARA),12-HETE
R-HSA-211962,CYP4F11 16-hydroxylates 3OH-PALM,LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,3-hydroxypalmitate,"3,16-dihydroxypalmitate"
R-HSA-215526,CYP4F3 20-hydroxylates LTB4,LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,Leukotriene-B(4) omega-hydroxylase,20-OH-Leukotriene B4
R-HSA-2161745,20oh-LTB4 is oxidised to 20cho-LTB4 by CYP4F2/4F3,LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,20-OH-Leukotriene B4,20-oxoleukotriene B4
R-HSA-2161792,20cho-LTB4 is oxidised to 20cooh-LTB4 by CYP4F2/4F3,LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,20-oxoleukotriene B4,20-hydroxy-20-oxo-leukotriene B4
R-HSA-2161940,Arachidonic acid is hydroxylated to 20-HETE by CYP(3),LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,Arachidonic acid,20-HETE
R-HSA-76466,CYP4A11 12-hydroxylates DDCX,LMP002007,"cytochrome P450, family 4, subfamily F, polypeptide 2",Homo sapiens,CYP4F2,lauric acid,omega-Hydroxydodecanoic acid
R-HSA-390427,1-palmitoylglycerone phosphate + hexadecanol => O-hexadecylglycerone phosphate + palmitate,LMP002031,alkylglycerone phosphate synthase,Homo sapiens,AGPS,1-palmitoylglycerone phosphate,O-hexadecylglycerone phosphate
R-HSA-390427,1-palmitoylglycerone phosphate + hexadecanol => O-hexadecylglycerone phosphate + palmitate,LMP002031,alkylglycerone phosphate synthase,Homo sapiens,AGPS,hexadecanol,palmitate
R-HSA-75879,palmitoyl-CoA + DHAP => 1-palmitoylglycerone phosphate + CoASH,LMP002031,alkylglycerone phosphate synthase,Homo sapiens,AGPS,glycerone phosphate,Palmitoylglycerone phosphate
R-HSA-75879,palmitoyl-CoA + DHAP => 1-palmitoylglycerone phosphate + CoASH,LMP002031,alkylglycerone phosphate synthase,Homo sapiens,AGPS,palmitoyl-CoA,Palmitoylglycerone phosphate
R-HSA-1482962,CDP-ETA and DAG are converted to PE by CEPT1/EPT1,LMP012361,ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific),Homo sapiens,EPT1,DAG,PE
R-HSA-1482962,CDP-ETA and DAG are converted to PE by CEPT1/EPT1,LMP012361,ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific),Homo sapiens,EPT1,CDP-ethanolamine,CMP
R-HSA-428259,dihydroceramide + NAD(P)H + H+ + O2 => ceramide + NAD(P)+ + H2O,LMP000280,"delta(4)-desaturase, sphingolipid 1",Homo sapiens,DEGS1,dihydroceramide,Cer(ceramide)
R-HSA-5423637,AKR dimers reduce AFBDHO to AFBDOH,LMP006517,"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)",Homo sapiens,AKR7A2,aflatoxin B1 dialdehyde,Aflatoxin B1 dialcohol
R-HSA-1482545,2-acyl LPE is hydrolyzed to GPETA by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,2-acyl LPE,GPETA(Glycerophosphoethanolamine)
R-HSA-1482545,2-acyl LPE is hydrolyzed to GPETA by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,2-acyl LPE,LCFA
R-HSA-1482571,1-acyl LPE is hydrolyzed to GPETA by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,1-acyl LPE,GPETA(Glycerophosphoethanolamine)
R-HSA-1482571,1-acyl LPE is hydrolyzed to GPETA by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,1-acyl LPE,LCFA
R-HSA-1482629,2-acyl LPC is hydrolyzed to GPCho by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,2-acyl LPC,GPCho(glycerophosphorylcholine)
R-HSA-1482629,2-acyl LPC is hydrolyzed to GPCho by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,2-acyl LPC,LCFA
R-HSA-1482696,1-acyl LPC is hydrolyzed to GPCho by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,1-acyl LPC,GPCho(glycerophosphorylcholine)
R-HSA-1482696,1-acyl LPC is hydrolyzed to GPCho by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,1-acyl LPC,LCFA
R-HSA-1482816,PC is hydrolyzed to 1-acyl LPC by PLA2[6],LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,PC,1-acyl LPC
R-HSA-1482816,PC is hydrolyzed to 1-acyl LPC by PLA2[6],LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,PC,LCFA
R-HSA-1482827,PC is hydrolyzed to 2-acyl LPC by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,PC,2-acyl LPC
R-HSA-1482827,PC is hydrolyzed to 2-acyl LPC by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,PC,LCFA
R-HSA-1482868,PI is hydrolyzed to 1-acyl LPI by PLA2[12],LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,PI,1-acyl LPI
R-HSA-1482868,PI is hydrolyzed to 1-acyl LPI by PLA2[12],LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,PI,LCFA
R-HSA-1482892,PE is hydrolyzed to 2-acyl LPE by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,PE,2-acyl LPE
R-HSA-1482892,PE is hydrolyzed to 2-acyl LPE by PLA2G4C,LMP001367,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Homo sapiens,PLA2G4C,PE,LCFA
R-HSA-5362518,"RDH10,16,DHRS9,RDHE2 oxidise atROL to atRAL",LMP000318,retinol dehydrogenase 16 (all-trans),Homo sapiens,RDH16,all-trans-retinol (atROL),all-trans-retinal (atRAL)
R-HSA-428690,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [extracellular],LMP000539,phosphatidic acid phosphatase type 2A,Homo sapiens,PPAP2A,sphingosine 1-phosphate,sphingosine
R-HSA-428690,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [extracellular],LMP000539,phosphatidic acid phosphatase type 2A,Homo sapiens,PPAP2A,sphingosine 1-phosphate,orthophosphate
R-HSA-428696,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - PPAP],LMP000539,phosphatidic acid phosphatase type 2A,Homo sapiens,PPAP2A,sphingosine 1-phosphate,sphingosine
R-HSA-428696,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - PPAP],LMP000539,phosphatidic acid phosphatase type 2A,Homo sapiens,PPAP2A,sphingosine 1-phosphate,orthophosphate
R-HSA-428696,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - PPAP],LMP001580,phosphatidic acid phosphatase type 2C,Homo sapiens,PPAP2C,sphingosine 1-phosphate,sphingosine
R-HSA-428696,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - PPAP],LMP001580,phosphatidic acid phosphatase type 2C,Homo sapiens,PPAP2C,sphingosine 1-phosphate,orthophosphate
R-HSA-428696,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - PPAP],LMP000540,phosphatidic acid phosphatase type 2B,Homo sapiens,PPAP2B,sphingosine 1-phosphate,sphingosine
R-HSA-428696,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - PPAP],LMP000540,phosphatidic acid phosphatase type 2B,Homo sapiens,PPAP2B,sphingosine 1-phosphate,orthophosphate
R-HSA-192036,"5Beta-cholesten-7alpha, 12alpha-diol-3-one is reduced to 5beta-cholestan-3alpha, 7alpha, 12alpha-triol",LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,"5beta-cholesten-7alpha, 12alpha-diol-3-one","5beta-cholestan-3alpha,7alpha,12alpha-triol"
R-HSA-192160,"5beta-cholestan-7alpha-ol-3-one is reduced to 5beta-cholestan-3alpha, 7alpha-diol",LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,5beta-cholestan-7alpha-ol-3-one,"5beta-cholestan-3alpha,7alpha-diol"
R-HSA-193758,"5beta-cholestan-7alpha,24(S)-diol-3-one is reduced to 5beta-cholestan-3alpha,7alpha,24(S)-triol",LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,"5beta-cholestan-7alpha,24(S)-diol-3-one","5beta-cholestan-3alpha,7alpha,24(S)-triol"
R-HSA-193781,"5Beta-cholestan-7alpha,12alpha,24(S)-triol-3-one is reduced to 5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol",LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,"5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one","5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol"
R-HSA-193800,"5Beta-cholestan-7alpha,12alpha,27-triol-3-one is reduced to 5beta-cholestan-3alpha,7alpha,12alpha,27-tetrol",LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,"5beta-cholestan-7alpha,12alpha,27-triol-3-one","5beta-cholestan-3alpha,7alpha,12alpha,27-tetrol"
R-HSA-193841,"5beta-cholestan-7alpha,27-diol-3-one is reduced to 5beta-cholestan-3alpha,7alpha,27-triol",LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,"5beta-cholestan-7alpha,27-diol-3-one","5beta-cholestan-3alpha,7alpha,26-triol"
R-HSA-2161549,PGH2 is reduced to PGF2a by AKR1C3,LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,"(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate",prostaglandin F2alpha
R-HSA-2161614,PGD2 is reduced to 11-epi-PGF2a by AKRIC3,LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,prostaglandin D2,11-epi-prostaglandin F2alpha
R-HSA-5615668,AKR1C3 reduces atRAL to atROL,LMP006772,"aldo-keto reductase family 1, member C3",Homo sapiens,AKR1C3,all-trans-retinal (atRAL),all-trans-retinol (atROL)
R-HSA-191972,27-hydroxycholesterol is 7alpha-hydroxylated,LMP005869,nuclear receptor coactivator 1,Homo sapiens,NCOA1,27-hydroxycholesterol,"Cholest-5-ene-3beta,7alpha,27-triol"
R-HSA-192051,CYP7A1 7-hydroxylates CHOL,LMP005869,nuclear receptor coactivator 1,Homo sapiens,NCOA1,Cholesterol,7 alpha-hydroxycholesterol
R-HSA-192065,CYP7B1 7-hydroxylates 25OH-CHOL,LMP005869,nuclear receptor coactivator 1,Homo sapiens,NCOA1,25-hydroxycholesterol,"cholest-5-ene-3beta,7alpha,25-triol"
R-HSA-1482889,DAG is acylated to TAG by DGAT1/2,LMP006743,diacylglycerol O-acyltransferase 1,Homo sapiens,DGAT1,DAG,TAG
R-HSA-1482889,DAG is acylated to TAG by DGAT1/2,LMP006743,diacylglycerol O-acyltransferase 1,Homo sapiens,DGAT1,acyl-CoA,CoA
R-HSA-75900,"1,2-diacyl-glycerol + acyl-CoA => triacylglycerol + CoASH [DGAT1]",LMP006743,diacylglycerol O-acyltransferase 1,Homo sapiens,DGAT1,DAG,TAG
R-HSA-75900,"1,2-diacyl-glycerol + acyl-CoA => triacylglycerol + CoASH [DGAT1]",LMP006743,diacylglycerol O-acyltransferase 1,Homo sapiens,DGAT1,fatty acyl CoA,TAG
R-HSA-8878914,B3GALNT1 transfer GalNAc to Gb3Cer to form Gb4Cer,LMP002663,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",Homo sapiens,B3GALNT1,Globotriaosylceramide,N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide
R-HSA-8878914,B3GALNT1 transfer GalNAc to Gb3Cer to form Gb4Cer,LMP002663,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",Homo sapiens,B3GALNT1,UDP--N-acetylgalactosamine,N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide
R-HSA-2161651,PGE2 is converted to PGF2a by CBR1,LMP006790,carbonyl reductase 1,Homo sapiens,CBR1,prostaglandin E2,prostaglandin F2alpha
R-HSA-1483165,PA is converted to CDP-DAG by CDS2,LMP002114,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2,Homo sapiens,CDS2,PA,CDP-DAG
R-HSA-1483165,PA is converted to CDP-DAG by CDS2,LMP002114,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2,Homo sapiens,CDS2,CTP,CDP-DAG
R-HSA-71775,GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA,LMP005258,"succinate-CoA ligase, GDP-forming, beta subunit",Homo sapiens,SUCLG2,Orthophosphate,Succinate
R-HSA-71775,GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA,LMP005258,"succinate-CoA ligase, GDP-forming, beta subunit",Homo sapiens,SUCLG2,Succinyl-CoA,Succinate
R-HSA-70997,ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,LMP004255,"succinate-CoA ligase, alpha subunit",Homo sapiens,SUCLG1,Orthophosphate,Succinate
R-HSA-70997,ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,LMP004255,"succinate-CoA ligase, alpha subunit",Homo sapiens,SUCLG1,Succinyl-CoA,Succinate
R-HSA-71775,GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA,LMP004255,"succinate-CoA ligase, alpha subunit",Homo sapiens,SUCLG1,Orthophosphate,Succinate
R-HSA-71775,GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA,LMP004255,"succinate-CoA ligase, alpha subunit",Homo sapiens,SUCLG1,Succinyl-CoA,Succinate
R-HSA-70997,ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,LMP005947,"succinate-CoA ligase, ADP-forming, beta subunit",Homo sapiens,SUCLA2,Orthophosphate,Succinate
R-HSA-70997,ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,LMP005947,"succinate-CoA ligase, ADP-forming, beta subunit",Homo sapiens,SUCLA2,Succinyl-CoA,Succinate
R-HSA-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP003790,"dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit",Homo sapiens,DPM2,PI,N-acetylglucosaminyl-PI
R-HSA-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP003790,"dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit",Homo sapiens,DPM2,UDP-N-acetyl-D-glucosamine,N-acetylglucosaminyl-PI
R-HSA-1676162,"PI(3,4)P2 is dephosphorylated to PI3P by INPP4A/B at the early endosome membrane",LMP001868,"inositol polyphosphate-4-phosphatase, type II, 105kDa",Homo sapiens,INPP4B,"PI(3,4)P2",PI3P
R-HSA-1676164,"PI(3,4)P2 is dephosphorylated to PI3P by INPP4A/B at the plasma membrane",LMP001868,"inositol polyphosphate-4-phosphatase, type II, 105kDa",Homo sapiens,INPP4B,"PI(3,4)P2",PI3P
R-HSA-1855180,"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",LMP001868,"inositol polyphosphate-4-phosphatase, type II, 105kDa",Homo sapiens,INPP4B,"I(1,3,4)P3","I(1,3)P2"
R-HSA-1855202,"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",LMP001868,"inositol polyphosphate-4-phosphatase, type II, 105kDa",Homo sapiens,INPP4B,"I(3,4)P2",I3P
R-HSA-5362522,ALDHs oxidise atRAL to atRA,LMP000655,"aldehyde dehydrogenase 1 family, member A2",Homo sapiens,ALDH1A2,all-trans-retinal (atRAL),all-trans-retinoic acid(atRA)
R-HSA-1675836,"PI(3,5)P2 is dephosphorylated to PI3P by SYNJ at the plasma membrane",LMP002752,synaptojanin 1,Homo sapiens,SYNJ1,"PI(3,5)P2 ",PI3P
R-HSA-1675988,PI4P is dephosphorylated to PI by SYNJ at the plasma membrane,LMP002752,synaptojanin 1,Homo sapiens,SYNJ1,PI4P,PI
R-HSA-1675994,PI3P is dephosphorylated to PI by SYNJ/MTMs at the plasma membrane,LMP002752,synaptojanin 1,Homo sapiens,SYNJ1,PI3P,PI
R-HSA-1676177,"PI(4,5)P2 is dephosphorylated to PI4P by SYNJ/INPP5[1] at the plasma membrane",LMP002752,synaptojanin 1,Homo sapiens,SYNJ1,"PI(4,5)P2",PI4P
R-HSA-1676203,"PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane",LMP002752,synaptojanin 1,Homo sapiens,SYNJ1,"PI(3,5)P2",PI5P
R-HSA-1855174,"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",LMP002752,synaptojanin 1,Homo sapiens,SYNJ1,"I(1,4,5)P3","I(1,4)P2"
R-HSA-1855218,"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",LMP002752,synaptojanin 1,Homo sapiens,SYNJ1,"I(1,3,4,5)P4","I(1,3,4)P3"
R-HSA-1675836,"PI(3,5)P2 is dephosphorylated to PI3P by SYNJ at the plasma membrane",LMP002493,synaptojanin 2,Homo sapiens,SYNJ2,"PI(3,5)P2 ",PI3P
R-HSA-1675988,PI4P is dephosphorylated to PI by SYNJ at the plasma membrane,LMP002493,synaptojanin 2,Homo sapiens,SYNJ2,PI4P,PI
R-HSA-1675994,PI3P is dephosphorylated to PI by SYNJ/MTMs at the plasma membrane,LMP002493,synaptojanin 2,Homo sapiens,SYNJ2,PI3P,PI
R-HSA-1676177,"PI(4,5)P2 is dephosphorylated to PI4P by SYNJ/INPP5[1] at the plasma membrane",LMP002493,synaptojanin 2,Homo sapiens,SYNJ2,"PI(4,5)P2",PI4P
R-HSA-1676203,"PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane",LMP002493,synaptojanin 2,Homo sapiens,SYNJ2,"PI(3,5)P2",PI5P
R-HSA-428214,sphinganine (dihydrosphingosine) +ATP => sphinganine 1-phosphate + ADP,LMP001587,sphingosine kinase 1,Homo sapiens,SPHK1,sphinganine (dihydrosphingosine),sphinganine 1-phosphate
R-HSA-428273,sphingosine +ATP => sphingosine 1-phosphate + ADP,LMP001587,sphingosine kinase 1,Homo sapiens,SPHK1,sphingosine,sphingosine 1-phosphate
R-HSA-9625814,SPHK1 phosphorylates sphingosine in response to E2 stimulation,LMP001587,sphingosine kinase 1,Homo sapiens,SPHK1,sphingosine,SPGP
R-HSA-9625814,SPHK1 phosphorylates sphingosine in response to E2 stimulation,LMP001587,sphingosine kinase 1,Homo sapiens,SPHK1,sphingosine,sphingosine 1-phosphate
R-HSA-428676,sphingosine 1-phosphate => phosphoethanolamine + hexadec-2-enal,LMP000574,sphingosine-1-phosphate lyase 1,Homo sapiens,SGPL1,sphingosine 1-phosphate,phosphoethanolamine
R-HSA-428676,sphingosine 1-phosphate => phosphoethanolamine + hexadec-2-enal,LMP000574,sphingosine-1-phosphate lyase 1,Homo sapiens,SGPL1,sphingosine 1-phosphate,hexadec-2-enal
R-HSA-428681,sphinganine 1-phosphate => phosphoethanolamine + hexadecanal,LMP000574,sphingosine-1-phosphate lyase 1,Homo sapiens,SGPL1,sphingosine 1-phosphate,phosphoethanolamine
R-HSA-428681,sphinganine 1-phosphate => phosphoethanolamine + hexadecanal,LMP000574,sphingosine-1-phosphate lyase 1,Homo sapiens,SGPL1,sphingosine 1-phosphate,hexadecanal
