"","1i_01","1i_02","1i_03","1i_2i_01","1i_2i_02","1i_2i_03","2i_01","2i_02","2i_03","OA_01","OA_02","OA_03"
"PS 2:0_22:3",5112354,7744430,6421786,5241528,10092942,7245195,8222450,8055060,9618598,9406199,8526263,7590518
"PS 20:4_22:6",883184,1149923,1244632,902621,1525291,848786,1008158,852580,983436,844732,1104882,894994
"PS 20:5_22:6",3834529,3178111,4155420,3160567,2923123,4563748,3622967,2566356,3664763,2353176,2351288,4049358
"PS 22:4_22:6",2125189,2203795,2181943,2267038,4102192,2425490,1845667,1822674,1871082,1478590,1653938,2139389
"PS 22:6_22:6",6253498,6630969,6258808,6090678,5782188,5780650,7092281,6664422,5959340,5832640,5796714,5648118
"PS 24:4_18:5",26962066,27187066,26899640,21887628,21567262,19598398,25026514,24319576,24613952,24248100,25056440,24908848
"PS 24:4_26:4",48062232,55814808,50768616,51333360,64705304,58682364,2102555,3494321,4115501,6454416,2746308,2474112
"PS 26:4_20:5",4936650,6347860,2384027,5006154,2206573,3878866,4725954,3551682,3451595,3839965,3890175,3254715
"PS 26:4_22:6",168112,128119,154452,193463,81478,55526,77148,188845,70979,49725,224189,162312
"PS 26:6",2584564,4263764,3101113,2296586,5492325,2903241,4492480,3837690,4360166,2921515,2839996,2774719
"PS 40:6",3362261,6506902,5517614,5425524,6803460,4809499,5837000,4629720,3710312,3465972,1990668,1634345
"PS 42:6",54033956,56913336,53618108,54075180,49368472,47214948,52397144,54065048,52570388,52063128,48648400,48119236
"PS 42:7",30870748,28759638,36573724,50883676,61615208,52818672,19807744,19706950,19753656,22804608,19977386,23562940
"PS 44:6",1526921,3148228,9885445,2332522,11043790,5683622,5894096,9307083,12128462,7969522,9088882,15099011
"PS 48:1",383681408,386329472,248960480,230830144,402241216,455423744,350946784,646366208,991214208,710941312,760703616,602780416
"PS 48:2",150045856,131642672,67557456,147301808,603672448,580679296,451624672,561626944,439420320,503095616,998021952,477064960
"PS 48:3",18958782,8975666,8475853,17386720,57978760,87660920,48982044,38724668,25435372,78784176,80170880,59632608
"PS 48:4",52375780,84358928,83165104,77251320,70934168,78859112,5870366,7839111,3364272,2936332,12210491,4495072
"PS 48:6",64352420,78502544,79468768,69634448,89419952,66772316,7508939,8208188,8309533,12909402,11205285,11505071
"PS 50:4",69151296,75651272,48322900,74422896,209325472,172166896,89033064,232714736,129190864,187386080,221160544,77207968
"PS 52:3",20876648,19967986,17025904,56419528,132339872,195258240,84556296,63767280,79859664,170808496,109252056,59679540
"PS 52:4",139891568,128649296,127108952,319182304,582375936,987667392,384393920,527784512,401673664,863302848,659597120,336960928
"PS 52:5",51329856,19676278,23443164,49543372,152332352,172465456,117455496,403476416,83881592,179952416,245304928,144722080
"SM 10:0;2O/44:12",716007680,1042516160,672598080,1478184576,3084932864,2231779840,2245208320,2025625856,2779485696,5080652288,4078326784,1647583104
"SM 10:0;2O/44:9",13568068,9951347,14030893,22752142,63303108,56415984,25610466,72464696,40852624,83914168,77363000,32265408
"SM 12:0;2O",54961600,59591844,56650120,57173872,55324212,64211216,81511056,86718688,89078248,74302160,83849912,84540888
"SM 12:2;2O/2:0",19210340,6746782,18287116,19268406,97019584,222074992,113935104,253513984,92874256,187820304,245887760,145290800
"SM 14:1;2O/44:12",40044364,45295312,37661268,18420052,94277920,92344040,133404656,132838272,154623232,172901360,251535344,109391976
"SM 14:2;2O/44:12",124780576,55411068,20082322,72540032,49873208,53120836,73412152,105357064,112125424,232450560,196551072,121309616
"SM 14:3;2O/4:0",219079760,251737488,218888560,226649968,224376736,257336128,322915648,343823808,349783424,306748608,342293984,348937952
"SM 14:3;2O/6:0",18856594,19157796,18578990,15163838,12556503,12733172,23510256,21430556,19913056,25786756,26341458,22423738
"SM 16:1;2O",31927994,29634188,31122554,29432798,36916700,19915636,32936566,51064676,53607616,55635672,52480232,54342836
"SM 16:3;2O/44:12",87259384,44965868,48837976,72913328,308735200,259749872,203961536,412451744,191780464,284654464,395355968,209764144
"SM 18:1;2O/24:1",11809518592,13661860864,15021010944,9662034944,12516820992,10773336064,16858361856,19247478784,15754560512,16424674304,18736590848,18018762752
"SM 18:3;2O",56694920,65690108,58103288,59958044,55717912,60139688,88132920,89827160,92678248,72336760,80912952,86485976
"SM 26:4;2O",526066304,380259456,526357600,342211136,138402544,272111712,510185248,460265504,518736160,589863616,703961856,363124224
"SM 28:2;2O",10723220,17052840,29027080,24539362,19442524,18263398,501082,35547.2,35547.2,177736,1732068,35547.2
"SM 30:3;3O",16793018,16301720,11335265,36276376,18498988,85417360,29667358,20318170,13815601,25981764,29163112,19829712
"SM 36:0;3O",21186160,11121591,5337184,7267735,9781650,18260272,51940268,12267038,4016344,7741152,26780550,50866476
"SM 36:1;3O",8187001,7484149,11185448,6236216,8469846,12968535,9811879,9477597,6785496,10255118,8067519,11850102
"SM 36:4;3O",39491404,42805976,40942768,37115784,38235992,5997556,28068630,24352690,28640950,21913696,5575962,19716612
"SM 36:5;3O",40607792,44913208,52696560,45209632,61997968,50795580,51927184,56006744,49763668,53457696,64611688,61939592
"SM 38:1;3O",190868992,233579248,274497856,198236960,218926528,190760416,182413968,206563216,185235744,173841056,186956896,191844912
"SM 38:4;2O",13396723,25313640,17753012,28734404,35198412,21030484,16076869,41818820,8583200,13516307,11401257,51142272
"SM 38:4;3O",328576096,356410368,419138944,313191072,306709408,277086880,311743200,339487232,328822848,275489216,307478464,306961824
"SM 38:5;3O",40283660,47372748,52451452,45335268,48232408,39597376,43499380,44737744,41818100,42028460,46364844,43907136
"SM 38:6;3O",46470212,67696016,61084816,59927832,61947604,47754324,51800972,60744688,53247912,50219248,58872588,50513356
"SM 38:8;3O",5382992,10667002,10683141,7303956,13656596,8150036,13686242,9859996,4601508,11050507,13328664,10915075
"SM 38:9;2O",16082706,7217556,3021607,5248058,7374258,8638267,5041423,6447426,5570194,12899441,9100392,9223435
"SM 40:1;3O",7513174,7953251,12464859,6513504,6988206,7935513,7876647,6372642,7662286,6895182,5730926,7561867
"SM 40:4;3O",120101624,145631920,157772464,137412304,148666784,128641408,135995216,156444912,129204688,122304944,135462976,138960704
"SM 40:6;3O",283920288,341495808,348109696,308952800,352554848,317102144,325252736,339903872,292590336,325425824,343933344,318924448
"SM 40:8;3O",38126476,37495148,24422730,39578928,15977413,28462272,25941476,11792327,12202970,23615824,24367096,14860238
"SM 42:6;2O",18166664,14819860,12559274,26464480,106411792,135727120,66782484,127484288,53109256,148847024,131849752,81670672
"SM 42:6;3O",4182266,5224830,3109981,6092411,4679516,4008276,5013021,4766046,4197402,4885248,4840914,4641696
"SM 42:7;2O",7268646,7372884,7632340,21918664,42614088,79040928,31530278,20687164,22796070,50369060,34955444,13531896
"SM 42:8;2O",1337154,30743,10017,2235310,15808663,33902016,12152625,4729444,5811012,24813288,14315297,12275748
"SM 44:2;3O",2962741,2988282,4291402,2073331,2117902,2442458,3214568,3407425,2876667,3526900,3312963,3133802
"SM 44:6;3O",23797274,22268164,24720554,18679002,25406754,21326986,19252114,17366432,20170346,17272724,23499894,19123540
"SM 44:7;3O",3701850,4803485,6149689,2322545,3264586,4535144,3791208,4437967,5678406,3596136,4886942,4660916
"SM 44:9;3O",7168381,3389684,5232071,12294219,54593876,70621584,42375388,64696064,22420882,68702320,104228616,44603932
"SM 46:10;3O",5166084,4816168,6225992,5706777,4974408,2137295,5909481,7178244,3627566,5695922,7114922,8250622
"SM 46:3;3O",247557168,320041216,193029552,552311680,554019904,627445696,299374048,479991264,565903168,573771840,526400160,259204176
"SM 46:4;3O",153266464,146523440,183372752,212856992,345172064,322657536,254901472,256826704,262861648,276525184,316790432,285148192
"SM 46:8;3O",7777482,7998690,11153459,5816023,6783862,8993771,6532258,9993587,9832956,19086082,7813650,8676538
"SM 46:9;3O",12221121,12851896,15993187,10995107,11424605,10707915,15160852,15068067,14625398,13758130,14436477,14554600
"SM 48:1;3O",35175668,38618556,34422132,74366544,58803084,44236080,28083406,47956524,59972064,40508124,41232860,37365328
"SM 48:11;3O",8523487,7369454,14643440,13407539,47317392,40415660,25493528,35563980,26420972,79842104,43553476,25626908
"SM 48:2;3O",208167568,310667360,181881680,552816576,576436480,468722144,186432704,421119264,475778496,395901632,322048480,178245008
"SM 48:3;3O",36000820,24181572,11786132,26384382,53797708,48734884,48694464,87971936,39418220,51742332,75046968,70302808
"SM 48:4;2O",3792993,1230652,420534,3701042,8449256,33946212,8360380,6622804,3816993,10807480,6539845,7749112
"SM 48:4;3O",339590464,397498592,278531872,781448320,969824384,1026071360,444231808,652316736,805379776,1031287424,776932800,413398176
"SM 48:5;3O",383681888,534273216,373129568,888124416,1061160320,1105598464,690990336,868359680,1093596928,1340956288,993171456,532383264
"SM 48:9;3O",14777011,27131486,12991234,19684122,23232512,26802442,1568892,2024847,1289841,9172735,5263563,7412322
"SM 50:12;3O",1336155,490910,678391,1100371,633128,434583,246958,1601113,471390,718271,134023,877850
"SM 50:3;3O",4287568,14030558,16667952,739027,3153843,1320761,39237316,42310168,25750040,35716972,37960176,48231032
"SM 50:4;2O",17331038,15850155,17781340,20767754,27802524,72461336,22267812,27615854,26552544,21511692,21398714,21811886
"SM 50:6;2O",9038021,4202145,4122107,12623252,25056794,67137088,18476148,12555021,13920566,23754820,22460356,18871176
"SM 52:10;2O",123507344,169246208,154500704,109624360,207093744,366188672,119874640,247761104,114784032,241078352,274196032,135314800
"SM 52:10;3O",14893279,32755796,25224574,99058072,132332088,141030224,55426376,144248912,122425056,376205568,244143472,74049632
"SM 52:11;2O",6144430,877768,2871191,7672530,39650888,74860824,24563626,22133408,13676445,50962496,45064980,28038850
"SM 52:11;3O",64870372,114403960,128951264,280140640,753438016,413599776,393772448,640995968,483345344,779782720,867160512,221598416
"SM 52:12;3O",5698834,5456690,5974023,18181520,41393556,77558856,25801196,52073172,20174186,57267888,52985908,32418846
"SM 52:3;2O",58363112,43762196,33048574,60272044,85704568,125512496,106563360,93426544,118979920,214476672,208959024,127534736
"SM 52:9;2O",612366080,715108416,839506496,1681337472,4409843712,3780159488,2161043200,3731577600,2908556032,6487215104,3962734592,2059514752
"SM 54:10;3O",343990144,306290336,276269056,366136224,556629056,371326336,880318272,660982016,1044969408,1440777984,1192804480,872977216
"SM 54:11;3O",5085203968,6179157504,5332766720,13813212160,35330138112,21213759488,17888067584,32224753664,24183924736,51289866240,30855391232,16645660672
"SM 54:12;3O",365587808,366264704,357881024,912621568,2274382592,3764470528,1312015232,2451913216,1112657152,2396445440,2848501760,1426380800
"SM 54:13;3O",34669412,19881310,25009390,51036388,212059360,516545568,142150208,133015640,82016264,295237056,225161312,150837648
"SM 54:4;2O",359652960,358299456,467127232,177440160,149497216,143834320,241301296,262729584,253079008,215986192,263168848,195157152
"SM 56:11;3O",643612032,1031972416,887590208,1513824640,1579760896,1560551552,1111148544,1369894656,1788794752,1858559360,1592890880,746698688
"SM 56:13;3O",180054848,172801488,142494176,171817072,176934176,85532232,286724128,235544544,362800352,387355680,336198400,278240416
"SM 58:12;2O",8337544,6414352,4976166,14852734,21083968,17401302,24402998,24036582,29078682,26712596,37042776,12507863
"SM 58:14;3O",13732509,7375921,8713094,13260332,58094600,53811808,42768348,48130868,24115248,61257504,63138204,41053356
"SM 60:3;3O",1221906,605960,889764,5657292,5551275,2407573,2290830,2751582,2939133,1037878,3645544,2952526
"SM 62:12;2O",752009,2555922,1200561,6947123,9472419,5591136,6100343,6185087,6690656,16877680,7567656,1818466
"SM 8:0;2O/16:0",380158336,281156224,204647168,331532704,681184128,597646272,642284800,581133184,473910944,641203392,776945472,729918272
"SM 8:0;2O/16:4",497270,955307,1168776,673148,760564,2579300,455295,575605,326409,576739,655925,669175
"SM 8:0;2O/20:1",18397704,21792756,9088585,47588232,169947584,154539024,64125316,81822080,91204504,263466896,120886680,70097584
"SM 8:0;2O/22:1",13086300,14799930,24979146,16402733,30223180,53900252,17031362,20691340,19514056,29977418,24618682,22089102
"SM 8:0;2O/22:2",232335792,292657696,175514576,579796928,1829957248,1583494528,792336832,998005824,1118463104,3043608320,1404585600,835286848
"SM 8:0;2O/22:3",47981832,32667610,35376664,57479524,119677656,125926592,72565896,133088640,51467392,151352416,123953392,80377312
"SM 8:0;2O/22:5",25046422,26932926,30959666,28429418,36087916,31600032,3880698,4175123,3681824,5100448,4005182,2707398
"SM 8:0;2O/22:6",3000118,3519375,3886867,3528715,3502373,4384327,3485235,3537028,3055054,3581726,3000651,3094554
"SM 8:0;2O/24:0",50588268,55413652,65700876,52338712,68215304,50796220,69625440,41232164,55493712,59484180,62545792,49061184
"SM 8:0;2O/24:1",10753868,20601818,11190455,37179836,111735544,79041488,51262264,54092420,56025368,160402848,82898096,58448096
"SM 8:0;2O/26:0",2282120704,2624201728,3795468800,2497817344,3284158976,2948599552,2780835584,2929169408,2247432192,2331401728,2390814208,2439346176
"SM 8:0;2O/26:1",461310688,525575520,689114688,573785664,704818432,590498688,295623168,319853760,276913184,272970016,291602752,279716832
"SM 8:0;2O/26:3",20947706,17154602,11320805,24595088,114709224,100264080,82054848,127165256,55795900,123199944,135093952,103728656
"SM 8:0;2O/28:1",273966720,294038560,452787008,323460064,421787424,377713792,297468128,333547584,320678624,268794816,313891392,300852768
"SM 8:0;2O/28:2",68439808,81854776,112462360,56465200,73573592,24563612,67688920,85868752,74242960,80554528,95343832,72492272
"SM 8:0;2O/28:3",4248178,3198057,2494380,8868168,36646748,50205028,32642538,20493938,21119340,49380940,41743068,42372632
"SM 8:0;2O/28:4",20781566,12270564,18537332,62827304,54538712,153839216,126294368,100603936,98904048,256810720,54503624,64099584
"SM 8:0;2O/30:0",48920744,34478584,31011788,51644296,66432148,60678532,55916704,48708056,49892764,42211696,50862768,46792588
"SM 8:0;2O/30:1",71071504,81323232,122563280,84301832,111120192,85224896,90781784,98529800,89821032,83571120,80077888,96208984
"SM 8:0;2O/30:6",91131624,97045872,106205720,98248960,99795328,77399088,91878808,94769256,91618608,110728488,108530680,122632536
"SM 8:0;2O/32:0",21167822,22743962,16053322,23300758,31024386,30605938,33802736,26711118,33379998,12447185,20504494,24580274
"SM 8:0;2O/32:1",200316832,248289104,301023040,211223360,296664384,245634544,318497984,317787328,269059232,290563520,309763680,308904928
"SM 8:0;2O/32:2",86174160,97219720,104180168,81804968,79548064,76561280,63640056,65619124,57507732,52860620,64116484,62565488
"SM 8:0;2O/32:4",42926248,44447904,68026872,57576712,80890384,65393324,37803484,45232892,45062176,32350264,37219132,39006744
"SM 8:0;2O/34:6",7952593,9693293,11867911,15008243,21327340,19095150,4815484,5031174,4561284,4843871,5279814,3634188
"SM 8:0;2O/36:10",1242762,2580780,3001156,1936444,1529144,2176179,2014910,2127504,2498866,2316682,2498007,1611240
"SM 8:0;2O/36:3",11259505,9487885,4440047,11972460,13913184,13014603,11449252,19118426,4638223,6502982,13916023,9894997
"SM 8:0;2O/36:7",1592678,1211186,1351091,1289144,1878467,1438018,860892,960266,1690023,815806,1340885,1404364
"SM 8:0;2O/36:8",15198112,22035704,16548236,34445624,82858040,76830176,53115396,52893540,67354400,142755632,90900936,51218016
"SM 8:0;2O/36:9",3419747,1827143,1780687,2499039,17602848,32178492,4066307,7886013,9083980,64718600,38472992,11032058
"SM 8:0;2O/38:10",3222676,3238494,2687328,11041956,15840837,12224175,6602190,5820740,7830696,7183254,6158184,4603116
"SM 8:0;2O/38:7",2626160,2355476,1389297,6189612,1067418,1995638,791816,2298386,884956,256310,1149562,196882
"SM 8:0;2O/40:10",1045501,919906,1334503,5792670,26071348,39178464,2543503,44887640,16500737,31519068,56662764,32351458
"SM 8:0;2O/40:11",5165798,5606960,6210232,4088416,5258778,5551125,5077934,5333212,4829260,12355282,8187088,4800626
"SM 8:0;2O/40:9",1646900,80436,195612,781263,1968298,5955098,1062195,5085493,2192188,2361596,5023780,5602259
"SM 8:0;2O/42:12",28639168,34585044,43256376,23782690,30149940,20701348,28511590,32098632,27970830,21072870,20261804,26447764
"SM 8:0;2O/44:12",17847988,25695334,23263498,34903672,64931340,45270992,53107388,61311024,69787904,221199616,102668752,50201980
"SM 8:1;2O/18:5",12728909,5994248,18454940,11656816,18813776,9544413,9577451,10364627,12636974,17108466,21235402,12199013
"SM 8:1;2O/44:12",108459400,109311616,115967264,88384552,89710944,86863504,114850760,125035816,111907336,107676488,117755920,117532040
"SM 8:1;2O/8:0",24988062,28736054,32051528,29068784,29965146,30616454,30699646,32682640,29981020,30711510,30232888,29328322
"TG 10:0_10:0_18:1",15546919,18362174,15964534,16251990,20284902,20364210,23093248,26736814,28171864,22956006,23351096,23279134
"TG 16:3_18:5_26:7",189225712,203380640,70544048,369451424,126587400,156014736,37280956,81353672,34378544,118968976,77842272,42067992
"TG 16:4_16:4_16:4",15792922,19261632,54196740,32886388,97857320,77313256,105262352,68566656,54636800,31723786,39637172,50671476
"TG 16:4_16:4_22:6",3492732,4675762,5562455,5542468,6570998,5428530,3977022,3450692,2767600,3001929,4374678,3908586
"TG 16:4_16:4_30:8",106848392,48645432,56010192,109156320,492652064,1087522688,339768224,314715936,190573824,617999296,534374240,339705728
"TG 16:4_16:4_32:9",339112640,115207208,143234992,116301288,434485728,213528720,772459520,770943872,593335680,765325376,846550208,1141446144
